rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.03054181578763,86.52915576902937,002779,中坚科技,bottom_area,2025-06-06,95.71,2025-06-06,94.3,1.4952279957582149,3.711558854718982,30.809303690659622,False,-2.087,3.1683,4,4,4,100.0,30.635890319129533,38.253119429590015,18.504772004241786,1.4952279957582149,历史4/4次成功; 当前距低点1.50%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
2,90.70314824702429,79.30671137605565,002040,南京港,bottom_area,2025-06-06,10.16,2025-06-03,9.9,2.626262626262624,6.868686868686866,31.72413793103448,False,0.8937,7.8395,1,1,1,100.0,33.196721311475414,33.196721311475414,17.373737373737377,2.626262626262624,历史1/1次成功; 当前距低点2.63%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
3,90.51803610622937,78.70536371603858,688682,霍莱沃,bottom_area,2025-06-06,28.65,2025-06-05,28.0,2.3214285714285663,4.607142857142854,31.37254901960784,False,0.8448,1.7855,1,1,1,100.0,26.22699386503069,26.22699386503069,17.678571428571434,2.3214285714285663,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
4,90.11976546882143,77.83522790215537,000811,冰轮环境,bottom_area,2025-06-06,9.39,2025-06-03,9.21,1.9543973941368045,6.297502714440806,28.54926299456943,False,-2.1875,2.4308,4,5,4,80.0,32.856204090254195,47.451868629671566,18.0456026058632,1.9543973941368045,历史4/5次成功; 当前距低点1.95%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
5,89.6902506382778,76.41139130434782,688305,科德数控,bottom_area,2025-06-06,55.38,2025-06-05,54.72,1.2061403508771997,1.8640350877193042,32.26046051002724,False,-0.4852,0.5467,1,1,1,100.0,22.69565217391304,22.69565217391304,18.7938596491228,1.2061403508771997,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
6,89.39652061806704,78.02929062568353,605377,华旺科技,bottom_area,2025-06-06,8.91,2025-06-05,8.69,2.531645569620261,5.178365937859621,28.062913907284777,False,2.1789,1.4173,1,1,1,100.0,25.16904583020285,25.16904583020285,17.46835443037974,2.531645569620261,历史1/1次成功; 当前距低点2.53%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
7,89.37844563746128,76.88750608272505,002889,东方嘉盛,bottom_area,2025-06-06,14.65,2025-06-05,14.4,1.7361111111111112,3.611111111111108,32.92966930600838,False,-0.8125,2.5596,1,1,1,100.0,31.751824817518237,31.751824817518237,18.26388888888889,1.7361111111111112,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
8,88.88148101575314,78.6205193170447,002304,洋河股份,bottom_area,2025-06-06,67.12,2025-05-29,65.0,3.2615384615384686,3.538461538461534,31.57894736842105,False,0.7052,0.3409,2,2,2,100.0,20.62810220081931,20.781426953567394,16.738461538461532,3.2615384615384686,历史2/2次成功; 当前距低点3.26%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
9,87.90708790003286,75.6293012947679,688448,磁谷科技,bottom_area,2025-06-06,29.21,2025-06-03,28.71,1.7415534656913967,2.7168234064785706,27.113480578827115,False,-0.7475,2.4608,1,1,1,100.0,25.053995680345576,25.053995680345576,18.258446534308604,1.7415534656913967,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
10,86.39237242577963,75.43318036863764,688543,国科军工,bottom_area,2025-06-06,44.63,2025-06-04,43.52,2.5505514705882337,4.572610294117635,31.604589030331603,False,-0.7561,3.1374,1,1,1,100.0,33.916331836445266,33.916331836445266,17.449448529411768,2.5505514705882337,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
11,83.25997580562792,70.57249429458024,600770,综艺股份,bottom_area,2025-06-06,5.44,2025-06-05,5.39,0.9276437847866551,4.267161410018561,28.60927152317881,False,-1.982,3.5705,1,1,1,100.0,27.72861356932153,27.72861356932153,19.072356215213347,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
