rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.72901414861485,78.32148553704424,603221,爱丽家居,bottom_area,2025-08-22,12.56,2025-08-22,12.46,0.8025682182985525,1.2841091492776755,29.204545454545457,False,-0.4754,5.4337,4,4,4,100.0,17.856672444972688,20.699708454810505,14.197431781701447,0.8025682182985525,历史4/4次成功; 当前距低点0.80%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
2,87.20780341557636,77.73711635726394,300069,金利华电,bottom_area,2025-08-22,21.37,2025-08-15,21.09,1.3276434329065963,3.129445234708393,31.45921351966201,False,-0.5584,5.828,1,1,1,100.0,31.312598840274124,31.312598840274124,13.672356567093402,1.3276434329065963,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
3,82.70962009471573,77.95497847401309,003001,中岩大地,bottom_area,2025-08-22,28.02,2025-08-15,26.86,4.3186895011169035,7.1109456440804175,27.756858526089296,True,0.3582,3.186,2,2,2,100.0,20.815002884729275,25.533980582524272,10.681310498883095,4.3186895011169035,历史2/2次成功; 当前距低点4.32%; 最新日涨幅0.36%; 状态bottom_area; 底部已确认
4,81.8380315263282,75.45488972260969,603511,爱慕股份,bottom_area,2025-08-22,15.45,2025-08-15,14.98,3.1375166889185504,3.7383177570093373,29.999999999999993,False,0.0648,0.8647,1,1,1,100.0,18.754988028731056,18.754988028731056,11.862483311081448,3.1375166889185504,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
5,75.76316289065784,71.89708559006667,603839,安正时尚,bottom_area,2025-08-22,7.82,2025-08-08,7.47,4.685408299866139,8.433734939759036,28.03468208092486,True,-2.005,2.7505,1,1,1,100.0,31.88073394495412,31.88073394495412,10.31459170013386,4.685408299866139,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
6,73.32946197278073,69.63645554349138,600620,天宸股份,bottom_area,2025-08-22,6.43,2025-08-04,6.14,4.723127035830619,5.537459283387634,27.078384798099762,False,-0.3101,1.197,1,1,1,100.0,29.38271604938273,29.38271604938273,10.276872964169382,4.723127035830619,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
7,69.99123704244803,66.16696692670384,002795,永和智控,bottom_area,2025-08-22,5.13,2025-08-14,4.91,4.480651731160891,5.702647657841146,28.84057971014493,False,-0.1946,3.5698,4,6,4,66.66666666666666,29.97949573701075,32.328767123287676,10.519348268839108,4.480651731160891,历史4/6次成功; 当前距低点4.48%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
8,57.71361584340035,53.72539647998883,603080,新疆火炬,bottom_area,2025-08-22,21.85,2025-08-15,21.08,3.6527514231499207,8.82352941176472,27.310344827586214,False,-1.0417,6.6034,1,2,1,50.0,22.385321100917427,22.385321100917427,11.34724857685008,3.6527514231499207,历史1/2次成功; 当前距低点3.65%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
9,51.73550388220267,45.74587231313029,688108,赛诺医疗,bottom_area,2025-08-22,32.7,2025-08-22,32.41,0.8947855600123613,6.633755013884622,31.042553191489368,False,-4.4418,14.5437,1,3,1,33.33333333333333,15.175537938844846,15.175537938844846,14.105214439987638,0.8947855600123613,历史1/3次成功; 当前距低点0.89%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
