rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.53531008319997,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,17.650349650349643,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
12,70.45785546275906,60.29143856387438,600078,澄星股份,bottom_area,2024-01-31,6.31,2024-01-31,6.22,1.4469453376205765,8.038585209003216,27.080890973036343,False,-2.7735,0.9916,1,2,1,50.0,30.647709320695093,30.647709320695093,18.553054662379427,1.4469453376205765,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
13,69.4138508636463,60.63514774617762,000887,中鼎股份,bottom_area,2024-01-31,9.96,2024-01-31,9.71,2.5746652935118433,3.2955715756951443,28.339483394833948,False,0.6061,1.3998,1,2,1,50.0,23.84615384615385,23.84615384615385,17.425334706488158,2.5746652935118433,历史1/2次成功; 当前距低点2.57%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
14,69.26640100768572,61.03480438138244,300661,圣邦股份,bottom_area,2024-01-31,62.15,2024-01-31,60.31,3.050903664400591,5.9194163488642015,32.6145251396648,False,2.6424,1.211,1,2,1,50.0,31.832606108687024,31.832606108687024,16.94909633559941,3.050903664400591,历史1/2次成功; 当前距低点3.05%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
15,68.24463663693058,58.34558535143712,688228,开普云,bottom_area,2024-01-31,42.06,2024-01-31,41.48,1.3982642237222889,9.860173577627782,29.932432432432442,False,-7.8238,3.9136,1,2,1,50.0,29.80445043830074,29.80445043830074,18.60173577627771,1.3982642237222889,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-7.82%; 状态bottom_area; 底部未确认
16,67.18335352825828,56.54483486646398,601865,福莱特,bottom_area,2024-01-31,20.41,2024-01-31,20.3,0.5418719211822632,5.123152709359601,27.75800711743772,False,-1.875,0.6457,1,2,1,50.0,39.24894003634159,39.24894003634159,19.458128078817737,0.5418719211822632,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
17,65.05725850627758,54.83537292817681,002803,吉宏股份,bottom_area,2024-01-31,14.57,2024-01-31,14.48,0.6215469613259659,6.629834254143639,30.551558752997604,False,-4.0184,4.5327,1,2,1,50.0,41.25000000000001,41.25000000000001,19.378453038674035,0.6215469613259659,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
18,64.37921478854469,55.26506859272173,605111,新洁能,bottom_area,2024-01-31,30.1,2024-01-31,29.62,1.620526671168131,9.250506414584734,29.274116523400195,False,-5.4054,3.7497,1,4,1,25.0,36.800373134328346,36.800373134328346,18.379473328831867,1.620526671168131,历史1/4次成功; 当前距低点1.62%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
19,64.3153525519849,54.787152173913064,002178,延华智能,bottom_area,2024-01-31,5.06,2024-01-31,5.0,1.1999999999999922,11.999999999999993,30.555555555555557,False,-6.814,9.2145,1,4,1,25.0,29.076086956521735,29.076086956521735,18.800000000000008,1.1999999999999922,历史1/4次成功; 当前距低点1.20%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
20,64.26446215927271,54.15269243975319,300681,英搏尔,bottom_area,2024-01-31,13.26,2024-01-31,13.18,0.6069802731411235,10.470409711684377,31.88630490956073,False,-7.6602,4.0517,2,5,2,40.0,25.734448723198668,27.487589035182385,19.393019726858878,0.6069802731411235,历史2/5次成功; 当前距低点0.61%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
21,62.379999999999995,51.983333333333334,002767,先锋电子,bottom_area,2024-01-31,12.64,2024-01-31,12.64,0.0,4.6677215189873404,30.358126721763078,False,-9.9715,4.7701,1,3,1,33.33333333333333,52.04379562043795,52.04379562043795,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
22,61.00008024072217,50.83340020060181,688279,峰岹科技,bottom_area,2024-01-31,82.0,2024-01-31,82.0,0.0,6.073170731707322,28.277792355462257,False,-3.925,1.1832,1,2,1,50.0,24.37311935807422,24.37311935807422,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
23,60.6203129975449,53.40084933544996,300423,昇辉科技,bottom_area,2024-01-31,6.45,2024-01-31,6.26,3.0351437699680575,10.86261980830672,32.97644539614561,False,-9.6639,4.9466,1,2,1,50.0,23.28482328482329,23.28482328482329,16.964856230031945,3.0351437699680575,历史1/2次成功; 当前距低点3.04%; 最新日涨幅-9.66%; 状态bottom_area; 底部未确认
24,60.4868227424749,50.40568561872909,600375,汉马科技,bottom_area,2024-01-31,4.29,2024-01-31,4.29,0.0,0.0,30.130293159609117,False,-10.0629,0.342,1,2,1,50.0,22.073578595317713,22.073578595317713,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
25,58.83109824934976,49.166757481827936,002837,英维克,bottom_area,2024-01-31,19.2,2024-01-31,19.17,0.15649452269169317,6.572769953051632,31.68210976478973,False,-6.0665,2.8706,1,3,1,33.33333333333333,24.517374517374524,24.517374517374524,19.843505477308305,0.15649452269169317,历史1/3次成功; 当前距低点0.16%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
26,57.766467609537564,48.38940595875471,603290,斯达半导,bottom_area,2024-01-31,127.4,2024-01-31,127.04,0.2833753148614605,6.092569269521406,28.60915987636976,False,-4.6193,1.5758,1,4,1,25.0,23.2822670787034,23.2822670787034,19.71662468513854,0.2833753148614605,历史1/4次成功; 当前距低点0.28%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
27,57.0997445041433,47.99721403137046,300566,激智科技,bottom_area,2024-01-31,12.75,2024-01-31,12.69,0.47281323877068954,7.092198581560287,27.89772727272728,False,-5.2749,2.4562,1,4,1,25.0,23.495850622406625,23.495850622406625,19.527186761229313,0.47281323877068954,历史1/4次成功; 当前距低点0.47%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
