rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.00771132459798,82.92767631993635,688075,安旭生物,bottom_area,2023-01-12,86.49,2022-12-30,83.88,3.1115879828326176,5.996661897949453,29.441453566621806,False,-0.9392,2.5337,4,4,4,100.0,31.086542584917854,40.134529147982065,16.888412017167383,3.1115879828326176,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
2,91.18478738619321,77.9920947430844,002095,生意宝,bottom_area,2023-01-12,22.11,2023-01-12,21.8,1.4220183486238471,3.6238532110091706,27.333333333333332,False,-1.0738,8.3146,1,1,1,100.0,33.84030418250951,33.84030418250951,18.577981651376156,1.4220183486238471,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
3,89.72829681032277,75.60934286310403,000411,英特集团,bottom_area,2023-01-12,11.61,2023-01-05,11.54,0.6065857885615277,2.772963604852689,31.675547661338076,False,-1.1915,1.8617,2,2,2,100.0,34.206228285076975,47.98426745329401,19.393414211438472,0.6065857885615277,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
4,89.44500909785052,76.15469216417911,000919,金陵药业,bottom_area,2023-01-12,7.77,2022-12-29,7.68,1.1718749999999982,4.947916666666677,31.12107623318386,False,-0.8929,1.3786,1,1,1,100.0,20.8955223880597,20.8955223880597,18.828125000000004,1.1718749999999982,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
5,87.84547189641282,73.62505608028333,002395,双象股份,bottom_area,2023-01-12,9.63,2023-01-12,9.6,0.3125000000000119,2.604166666666667,29.721815519765745,False,-0.9259,0.8423,1,1,1,100.0,36.59976387249114,36.59976387249114,19.68749999999999,0.3125000000000119,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
6,74.03475294163012,63.37263620386644,002838,道恩股份,bottom_area,2023-01-12,17.32,2023-01-12,17.07,1.4645577035735209,1.6403046280023499,31.937799043062192,False,0.5807,1.1538,1,2,1,50.0,24.95606326889279,24.95606326889279,18.53544229642648,1.4645577035735209,历史1/2次成功; 当前距低点1.46%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
7,67.74097731897567,58.475130516448026,300434,金石亚药,bottom_area,2023-01-12,12.71,2023-01-10,12.47,1.924619085805936,5.773857257417793,28.250863060989634,False,-0.9353,5.4633,1,2,1,50.0,26.7379679144385,26.7379679144385,18.075380914194064,1.924619085805936,历史1/2次成功; 当前距低点1.92%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
8,62.86918004139663,53.73853009514027,000715,中兴商业,bottom_area,2023-01-12,6.58,2023-01-12,6.49,1.3867488443759608,6.625577812018485,27.24215246636771,False,-3.8012,10.479,1,3,1,33.33333333333333,24.33862433862435,24.33862433862435,18.61325115562404,1.3867488443759608,历史1/3次成功; 当前距低点1.39%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
