rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.2256676265,79.96460888803274,603221,爱丽家居,bottom_area,2025-08-27,12.22,2025-08-27,12.21,0.08190008190008015,2.538902538902528,30.625000000000004,False,-1.9262,3.7271,4,4,4,100.0,17.856672444972688,20.699708454810505,7.91809991809992,0.08190008190008015,历史4/4次成功; 当前距低点0.08%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
2,85.54731848985081,80.9901683474308,003001,中岩大地,bottom_area,2025-08-27,27.17,2025-08-15,26.86,1.1541325390915946,7.1109456440804175,27.756858526089296,True,-1.7715,5.4154,2,2,2,100.0,20.815002884729275,25.533980582524272,6.845867460908406,1.1541325390915946,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
3,84.03043886547786,78.41990880465687,002795,永和智控,bottom_area,2025-08-27,4.92,2025-08-27,4.9,0.40816326530611374,4.0816326530612095,28.985507246376812,False,-3.3399,6.3749,6,6,6,100.0,23.766242201907538,32.328767123287676,7.591836734693887,0.40816326530611374,历史6/6次成功; 当前距低点0.41%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
4,77.99899962494779,76.00865155597899,003002,壶化股份,bottom_area,2025-08-27,25.51,2025-08-15,24.85,2.655935613682093,7.967806841046264,28.199942213233165,True,-3.1143,3.4357,1,1,1,100.0,39.32357395254923,39.32357395254923,5.344064386317907,2.655935613682093,历史1/1次成功; 当前距低点2.66%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
5,77.78619268523667,74.47115140485266,603511,爱慕股份,bottom_area,2025-08-27,15.24,2025-08-15,14.98,1.735647530040052,4.606141522029369,29.999999999999993,False,-2.682,1.1478,1,1,1,100.0,18.754988028731056,18.754988028731056,6.264352469959948,1.735647530040052,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
6,75.615642643213,75.48313306792134,600620,天宸股份,confirmed_rebound,2025-08-27,6.38,2025-08-04,6.14,3.9087947882736196,8.143322475570033,27.078384798099762,True,0.0,3.8794,1,1,1,100.0,29.38271604938273,29.38271604938273,4.091205211726381,3.9087947882736196,历史1/1次成功; 当前距低点3.91%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
7,74.70799462756193,70.0180968726631,300069,金利华电,bottom_area,2025-08-27,20.77,2025-08-27,20.64,0.6298449612403052,4.312015503875972,32.92167695807605,False,-3.0798,8.269,1,1,1,100.0,31.312598840274124,31.312598840274124,7.370155038759695,0.6298449612403052,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
8,74.04844896983629,69.12938846957341,603080,新疆火炬,confirmed_rebound,2025-08-27,21.17,2025-08-15,21.08,0.42694497153701816,8.82352941176472,27.310344827586214,False,-3.1121,4.6878,2,2,2,100.0,17.595822605794677,22.385321100917427,7.573055028462983,0.42694497153701816,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-3.11%; 状态confirmed_rebound; 底部未确认
9,73.27942663680244,67.93757193636132,605169,洪通燃气,bottom_area,2025-08-27,15.17,2025-08-27,15.16,0.06596306068601442,4.287598944591031,27.32502396931927,False,-4.3506,3.6578,3,4,3,75.0,17.381546853362593,26.09375,7.9340369393139865,0.06596306068601442,历史3/4次成功; 当前距低点0.07%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
10,72.67647801367633,71.03382090524259,603262,技源集团,bottom_area,2025-08-27,30.72,2025-08-04,29.88,2.811244979919678,6.325301204819279,28.823249166269648,False,-1.6645,12.0678,1,1,1,100.0,13.459459459459449,13.459459459459449,5.188755020080322,2.811244979919678,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
11,70.75770840986135,71.1456105924546,605099,共创草坪,confirmed_rebound,2025-08-27,31.4,2025-08-08,30.11,4.284290933244766,9.46529392228496,27.93202489229297,True,-3.0565,0.7609,2,2,2,100.0,26.687064087379913,44.31372549019606,3.7157090667552337,4.284290933244766,历史2/2次成功; 当前距低点4.28%; 最新日涨幅-3.06%; 状态confirmed_rebound; 底部已确认
12,70.03703444933787,69.9574619807342,000637,茂化实华,confirmed_rebound,2025-08-27,4.22,2025-07-07,4.06,3.9408866995073932,9.605911330049276,27.370304114490168,True,-3.653,5.5356,2,2,2,100.0,16.089697073177668,22.627737226277358,4.059113300492607,3.9408866995073932,历史2/2次成功; 当前距低点3.94%; 最新日涨幅-3.65%; 状态confirmed_rebound; 底部已确认
13,69.08049971226323,69.99708559006667,603839,安正时尚,confirmed_rebound,2025-08-27,7.82,2025-08-08,7.47,4.685408299866139,8.433734939759036,28.03468208092486,True,-0.5089,2.9262,1,1,1,100.0,31.88073394495412,31.88073394495412,3.314591700133861,4.685408299866139,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.51%; 状态confirmed_rebound; 底部已确认
