rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.92770636474945,83.54540405959094,300672,国科微,bottom_area,2022-05-09,60.51,2022-04-28,59.14,2.3165370307744295,8.555968887385868,27.60435793854817,True,0.6152,1.6888,2,2,2,100.0,26.328540267508803,33.08187961653309,7.683462969225571,2.3165370307744295,历史2/2次成功; 当前距低点2.32%; 最新日涨幅0.62%; 状态bottom_area; 底部已确认
2,86.7170251557163,80.76090817761704,000715,中兴商业,bottom_area,2022-05-09,6.4,2022-05-09,6.32,1.2658227848101276,4.430379746835433,31.601731601731604,False,0.471,9.8852,1,1,1,100.0,24.33862433862435,24.33862433862435,8.734177215189872,1.2658227848101276,历史1/1次成功; 当前距低点1.27%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
3,83.03875335778095,78.68198242984728,002745,木林森,bottom_area,2022-05-09,8.47,2022-04-28,8.29,2.1712907117008626,8.564535585042231,30.2775441547519,True,0.4745,1.2656,1,1,1,100.0,15.06734006734006,15.06734006734006,7.828709288299137,2.1712907117008626,历史1/1次成功; 当前距低点2.17%; 最新日涨幅0.47%; 状态bottom_area; 底部已确认
4,76.64905782417486,72.3949102274022,000538,云南白药,bottom_area,2022-05-09,54.49,2022-05-05,53.42,2.002995132909023,3.350804941969298,30.032743942370654,False,-0.5112,0.3615,1,1,1,100.0,10.86956521739131,10.86956521739131,7.997004867090977,2.002995132909023,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
5,75.89909933006265,75.54016119909502,600250,南京商旅,bottom_area,2022-05-09,4.63,2022-04-28,4.42,4.751131221719456,7.692307692307689,31.472868217054266,True,3.5794,3.2682,2,2,2,100.0,13.133012820512816,14.8076923076923,5.248868778280545,4.751131221719456,历史2/2次成功; 当前距低点4.75%; 最新日涨幅3.58%; 状态bottom_area; 底部已确认
6,72.59292165898621,72.43714285714289,002274,华昌化工,confirmed_rebound,2022-05-09,8.37,2022-04-27,7.98,4.887218045112767,10.651629072681699,30.48780487804878,True,0.2395,0.9114,1,1,1,100.0,24.999999999999993,24.999999999999993,5.112781954887234,4.887218045112767,历史1/1次成功; 当前距低点4.89%; 最新日涨幅0.24%; 状态confirmed_rebound; 底部已确认
7,71.67893114881048,71.2677709318957,600219,南山铝业,confirmed_rebound,2022-05-09,3.12,2022-04-27,2.98,4.697986577181212,10.402684563758392,30.04694835680751,True,0.9709,0.4866,1,1,1,100.0,16.39344262295081,16.39344262295081,5.3020134228187885,4.697986577181212,历史1/1次成功; 当前距低点4.70%; 最新日涨幅0.97%; 状态confirmed_rebound; 底部已确认
8,70.93909968946411,70.48750840995741,000652,泰达股份,bottom_area,2022-05-09,3.59,2022-04-27,3.43,4.664723032069961,6.413994169096203,28.985507246376805,False,2.5714,0.994,1,1,1,100.0,10.769230769230779,10.769230769230779,5.33527696793004,4.664723032069961,历史1/1次成功; 当前距低点4.66%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
9,58.170378816820545,53.59940179461614,000959,首钢股份,bottom_area,2022-05-09,4.28,2022-05-09,4.25,0.7058823529411823,3.7647058823529442,30.098684210526315,False,-1.6092,0.7109,1,2,1,50.0,25.423728813559325,25.423728813559325,9.294117647058817,0.7058823529411823,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
10,58.149186659809494,55.767399331809365,000338,潍柴动力,bottom_area,2022-05-09,10.63,2022-04-27,10.34,2.8046421663443026,9.090909090909086,29.03225806451613,True,-0.8396,0.6256,1,2,1,50.0,13.774104683195592,13.774104683195592,7.195357833655698,2.8046421663443026,历史1/2次成功; 当前距低点2.80%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
