rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.44459904685219,76.74195128557596,688355,明志科技,bottom_area,2021-09-27,25.34,2021-09-27,25.03,1.238513783459843,6.272473032361167,28.136663795578514,False,-3.5769,4.1476,1,1,1,100.0,35.08474576271185,35.08474576271185,8.761486216540156,1.238513783459843,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
2,81.73478766556507,77.05281528421625,688135,利扬芯片,bottom_area,2021-09-27,38.0,2021-09-17,37.29,1.9039957093054463,5.3901850362027295,29.641509433962266,False,1.037,3.7971,1,1,1,100.0,12.225405921680993,12.225405921680993,8.096004290694554,1.9039957093054463,历史1/1次成功; 当前距低点1.90%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
3,80.66388764119638,76.00380059727583,300727,润禾材料,bottom_area,2021-09-27,28.77,2021-09-27,28.24,1.8767705382436302,8.356940509915026,27.534000513215297,False,-4.5771,3.391,2,2,2,100.0,22.273319486404827,26.812499999999993,8.12322946175637,1.8767705382436302,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
4,79.84511657905857,74.93462771728213,000426,兴业银锡,bottom_area,2021-09-27,7.92,2021-09-27,7.79,1.6688061617458265,8.729139922978185,28.988149498632637,False,-5.9382,4.1327,1,1,1,100.0,30.64250411861613,30.64250411861613,8.331193838254174,1.6688061617458265,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-5.94%; 状态bottom_area; 底部未确认
5,79.57704009275012,74.69353437296064,300688,创业黑马,confirmed_rebound,2021-09-27,28.51,2021-09-27,28.04,1.6761768901569274,15.549215406562054,32.757793764988016,False,-12.0062,21.4598,1,1,1,100.0,39.651707970529145,39.651707970529145,8.323823109843072,1.6761768901569274,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-12.01%; 状态confirmed_rebound; 底部未确认
6,79.03903198406172,71.98367810369916,001212,中旗新材,bottom_area,2021-09-27,31.71,2021-09-27,31.68,0.09469696969697329,3.1565656565656566,28.888888888888886,False,-2.4308,4.3902,1,1,1,100.0,25.105307497893843,25.105307497893843,9.905303030303028,0.09469696969697329,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
7,78.57371078264357,74.48503352472324,300340,科恒股份,confirmed_rebound,2021-09-27,16.76,2021-09-27,16.4,2.1951219512195306,10.548780487804882,28.321678321678323,False,-5.8427,6.6056,2,2,2,100.0,28.225331040342816,42.54473161033797,7.80487804878047,2.1951219512195306,历史2/2次成功; 当前距低点2.20%; 最新日涨幅-5.84%; 状态confirmed_rebound; 底部未确认
8,77.74060425752089,73.24692771084338,002114,罗平锌电,bottom_area,2021-09-27,8.15,2021-09-27,8.0,1.8750000000000044,9.87499999999999,28.44364937388193,False,-7.1754,7.0061,1,1,1,100.0,24.096385542168683,24.096385542168683,8.124999999999996,1.8750000000000044,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-7.18%; 状态bottom_area; 底部未确认
9,75.8381755496334,70.10412811010086,603005,晶方科技,bottom_area,2021-09-27,43.83,2021-09-27,43.45,0.8745684695051678,3.1530494821634,31.574803149606296,False,-0.6573,1.7943,1,1,1,100.0,24.55991516436903,24.55991516436903,9.125431530494833,0.8745684695051678,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
10,75.82429889298893,68.93118081180812,600331,宏达股份,confirmed_rebound,2021-09-27,4.32,2021-09-27,4.32,0.0,11.1111111111111,28.595041322314042,False,-10.0,6.2618,1,1,1,100.0,40.221402214022135,40.221402214022135,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
11,75.80459484643983,69.7150290554516,002127,南极电商,bottom_area,2021-09-27,6.64,2021-09-27,6.6,0.6060606060606066,3.787878787878788,30.453108535300323,False,-1.6296,2.9205,1,1,1,100.0,19.17659804983748,19.17659804983748,9.393939393939393,0.6060606060606066,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
