rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.4657559347511,83.8175474131718,300624,万兴科技,bottom_area,2022-02-15,39.95,2022-02-14,39.08,2.2262026612077905,3.1473899692937666,29.24135433641137,False,0.6551,2.0677,2,2,2,100.0,35.87790043400834,51.195680123425035,12.773797338792209,2.2262026612077905,历史2/2次成功; 当前距低点2.23%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
2,89.52396969776491,81.49633654688873,603368,柳药集团,bottom_area,2022-02-15,16.7,2022-01-28,16.3,2.453987730061341,6.871165644171786,30.282292557741652,False,1.5815,1.8443,1,1,1,100.0,42.85714285714285,42.85714285714285,12.54601226993866,2.453987730061341,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
3,84.77015773135255,79.50428922428924,300511,雪榕生物,bottom_area,2022-02-15,6.93,2022-01-27,6.66,4.054054054054047,8.108108108108109,31.198347107438014,True,0.1445,2.6318,2,2,2,100.0,25.900712191034756,29.220779220779214,10.945945945945953,4.054054054054047,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.14%; 状态bottom_area; 底部已确认
4,84.4529939613219,75.24239763797371,300562,乐心医疗,bottom_area,2022-02-15,11.69,2022-02-14,11.54,1.2998266897747,3.5528596187175054,31.957547169811328,False,-1.0161,3.4465,1,1,1,100.0,17.559153175591536,17.559153175591536,13.7001733102253,1.2998266897747,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
5,81.06205509937845,75.59719745222932,000518,四环生物,bottom_area,2022-02-15,3.32,2022-01-27,3.2,3.7499999999999893,8.4375,27.272727272727277,True,0.3021,0.9561,1,1,1,100.0,17.834394904458602,17.834394904458602,11.25000000000001,3.7499999999999893,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
6,79.95284322682977,74.87382276535803,000848,承德露露,bottom_area,2022-02-15,9.42,2022-01-28,9.06,3.9735099337748276,7.174392935982343,27.228915662650593,True,2.3913,0.9254,1,1,1,100.0,16.685082872928174,16.685082872928174,11.026490066225172,3.9735099337748276,历史1/1次成功; 当前距低点3.97%; 最新日涨幅2.39%; 状态bottom_area; 底部已确认
7,79.32116364005807,75.36351537751112,688311,盟升电子,bottom_area,2022-02-15,56.68,2022-02-14,54.11,4.749584180373314,5.119201626316769,29.443212935193635,False,2.6626,0.952,2,2,2,100.0,21.357888756786508,23.893805309734503,10.250415819626685,4.749584180373314,历史2/2次成功; 当前距低点4.75%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
8,75.32877284892521,70.67382988126262,605086,龙高股份,bottom_area,2022-02-15,21.21,2022-01-28,20.38,4.072620215897949,7.7036310107949,27.31811697574893,True,-0.2821,2.3347,1,1,1,100.0,17.79249448123621,17.79249448123621,10.927379784102051,4.072620215897949,历史1/1次成功; 当前距低点4.07%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
9,67.82234840555168,63.855315199685634,603196,璞源材料,bottom_area,2022-02-15,7.34,2022-01-27,7.04,4.261363636363634,10.227272727272723,28.960645812310798,True,-1.8717,1.2015,2,3,2,66.66666666666666,22.33633131144113,22.85714285714286,10.738636363636365,4.261363636363634,历史2/3次成功; 当前距低点4.26%; 最新日涨幅-1.87%; 状态bottom_area; 底部已确认
10,57.45367928974714,53.93712867323245,002342,巨力索具,bottom_area,2022-02-15,4.31,2022-01-28,4.14,4.106280193236714,7.971014492753625,28.620689655172416,True,-0.2315,1.4557,1,2,1,50.0,19.889502762430933,19.889502762430933,10.893719806763286,4.106280193236714,历史1/2次成功; 当前距低点4.11%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
