rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.96765435762805,80.65174087127012,300480,光力科技,bottom_area,2023-12-22,20.67,2023-12-22,20.53,0.6819288845591844,3.555772040915735,28.64094542926659,False,-2.1307,1.6477,4,4,4,100.0,28.906122193898153,39.69465648854962,7.318071115440816,0.6819288845591844,历史4/4次成功; 当前距低点0.68%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
12,78.71877891253492,74.41689075630251,603153,上海建科,bottom_area,2023-12-22,20.62,2023-12-22,20.4,1.0784313725490315,6.862745098039226,31.95463642428286,False,-4.977,31.3106,1,1,1,100.0,20.622119815668214,20.622119815668214,6.921568627450969,1.0784313725490315,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
13,77.65365840956916,72.94677804088442,301499,维科精密,bottom_area,2023-12-22,29.57,2023-12-22,29.35,0.7495741056218019,3.8500851788756356,29.61630695443645,False,-2.6021,8.052,2,2,2,100.0,21.64412366506522,21.950454687989964,7.250425894378198,0.7495741056218019,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
14,77.48339311030476,73.89279997595052,605358,立昂微,bottom_area,2023-12-22,26.49,2023-12-21,26.09,1.5331544653123748,2.6063625910310453,27.52777777777778,False,-0.7865,0.9192,1,1,1,100.0,13.16339869281045,13.16339869281045,6.466845534687625,1.5331544653123748,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
15,77.00974752533166,73.91246334698192,002369,卓翼科技,bottom_area,2023-12-22,5.46,2023-12-21,5.36,1.865671641791038,4.291044776119394,31.193838254172015,False,-1.444,3.0957,1,1,1,100.0,17.345132743362825,17.345132743362825,6.134328358208963,1.865671641791038,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
16,76.72549129615906,71.6766441266267,002142,宁波银行,bottom_area,2023-12-22,19.58,2023-12-22,19.49,0.46177526936890645,2.5654181631605955,32.97799174690509,False,-1.5586,0.738,1,1,1,100.0,27.95425667090217,27.95425667090217,7.538224730631093,0.46177526936890645,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
17,76.6839560962084,75.07136681497073,688121,卓然股份,bottom_area,2023-12-22,20.26,2023-12-21,19.69,2.894870492635857,7.668867445403747,27.980980248719817,True,-1.7459,1.8355,2,2,2,100.0,10.331567409572514,11.470588235294118,5.105129507364143,2.894870492635857,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
18,76.32968697204325,70.83613626325089,605188,国光连锁,bottom_area,2023-12-22,8.5,2023-12-21,8.49,0.1177856301531188,2.9446407538280326,29.426433915211962,False,-2.0737,0.6391,1,1,1,100.0,19.218749999999993,19.218749999999993,7.8822143698468805,0.1177856301531188,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
19,75.89146214023245,70.87655230596175,002451,摩恩电气,bottom_area,2023-12-22,6.75,2023-12-22,6.72,0.4464285714285751,3.2738095238095335,28.888888888888886,False,-2.4566,3.9953,1,1,1,100.0,23.464566929133863,23.464566929133863,7.553571428571424,0.4464285714285751,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
20,75.25143006118765,70.04062201913818,002821,凯莱英,bottom_area,2023-12-22,115.08,2023-12-22,114.77,0.2701054282478019,2.552931950858244,27.58990536277603,False,-2.0346,1.3081,1,1,1,100.0,16.80893761044718,16.80893761044718,7.729894571752198,0.2701054282478019,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
21,75.10361616882838,75.36998398371057,002129,TCL中环,bottom_area,2023-12-22,14.94,2023-12-21,14.34,4.18410041841004,5.997210599721056,27.502527805864514,False,0.9459,2.7931,1,1,1,100.0,31.12759643916912,31.12759643916912,3.8158995815899606,4.18410041841004,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
22,74.84242839221922,70.00755107027557,000710,贝瑞基因,bottom_area,2023-12-22,11.41,2023-12-22,11.35,0.5286343612334846,3.788546255506606,30.75045759609518,False,-3.387,5.4956,2,2,2,100.0,13.34858824670914,17.3469387755102,7.471365638766516,0.5286343612334846,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
23,74.82553838861662,73.59056709667173,300347,泰格医药,bottom_area,2023-12-22,53.63,2023-12-21,52.0,3.13461538461539,4.692307692307688,28.95204262877442,False,-0.0186,1.5766,2,2,2,100.0,14.502635341907641,20.78172934893761,4.8653846153846105,3.13461538461539,历史2/2次成功; 当前距低点3.13%; 最新日涨幅-0.02%; 状态bottom_area; 底部未确认
24,74.41553617988697,73.8746898647375,600199,金种子酒,bottom_area,2023-12-22,18.03,2023-12-21,17.4,3.620689655172429,5.000000000000006,27.1356783919598,False,-0.8796,1.6168,2,2,2,100.0,21.988506873820672,23.70304114490161,4.379310344827571,3.620689655172429,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
25,73.92395363417536,68.91053232755726,601933,永辉超市,bottom_area,2023-12-22,2.87,2023-12-22,2.86,0.34965034965035774,1.3986013986014,28.320802005012542,False,-1.0345,0.3662,1,1,1,100.0,11.70825335892515,11.70825335892515,7.650349650349643,0.34965034965035774,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
26,73.49427414898165,69.16971388586535,301393,昊帆生物,bottom_area,2023-12-22,59.5,2023-12-22,59.0,0.847457627118644,3.6610169491525366,27.678352537386612,False,-2.1221,4.1038,1,1,1,100.0,19.203856320945413,19.203856320945413,7.1525423728813555,0.847457627118644,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
27,73.40785838732631,72.28977651062858,688059,华锐精密,bottom_area,2023-12-22,78.0,2023-12-21,75.58,3.2019052659433735,5.451177560201118,27.74378585086042,False,-0.3577,1.2353,2,2,2,100.0,8.333981274083223,8.495327102803742,4.798094734056627,3.2019052659433735,历史2/2次成功; 当前距低点3.20%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
28,72.74531513149878,72.5278641311786,002508,老板电器,bottom_area,2023-12-22,21.88,2023-12-21,21.07,3.844328429046031,4.318936877076412,31.922455573505655,False,1.4372,0.6233,1,1,1,100.0,11.682435211846977,11.682435211846977,4.155671570953969,3.844328429046031,历史1/1次成功; 当前距低点3.84%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
29,72.5921257142616,68.36863689201076,688308,欧科亿,bottom_area,2023-12-22,26.25,2023-12-22,26.02,0.8839354342813237,3.497309761721753,27.11484593837536,False,-2.4164,0.7913,1,1,1,100.0,15.344138076194483,15.344138076194483,7.116064565718677,0.8839354342813237,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
30,71.39166958562674,67.10748496761457,301357,北方长龙,bottom_area,2023-12-22,50.2,2023-12-22,49.81,0.782975306163422,7.889981931339088,27.842966826017673,False,-5.2651,20.9937,1,1,1,100.0,17.541229385307357,17.541229385307357,7.217024693836578,0.782975306163422,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
31,71.0629043478261,65.79898550724639,002862,实丰文化,confirmed_rebound,2023-12-22,19.51,2023-12-22,19.51,0.0,9.943618657098911,29.920977011494248,False,-10.0092,31.2236,1,1,1,100.0,23.381642512077295,23.381642512077295,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态confirmed_rebound; 底部未确认
32,71.00729955024714,71.24089844497414,600132,重庆啤酒,bottom_area,2023-12-22,63.19,2023-12-21,60.66,4.170787998681176,5.126937026046829,27.30976632714201,False,0.3334,0.7658,1,1,1,100.0,8.765027322404368,8.765027322404368,3.829212001318824,4.170787998681176,历史1/1次成功; 当前距低点4.17%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
33,69.50565846599132,64.35709117221418,002313,日海智能,confirmed_rebound,2023-12-22,10.39,2023-12-22,10.39,0.0,11.934552454282967,27.138849929873764,False,-9.9653,11.4321,1,1,1,100.0,15.629522431259046,15.629522431259046,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态confirmed_rebound; 底部未确认
34,67.07215486580519,62.690663987822745,002456,欧菲光,bottom_area,2023-12-22,8.23,2023-12-21,8.19,0.48840048840049965,3.418803418803433,29.274611398963735,False,-1.0817,3.7939,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,7.511599511599501,0.48840048840049965,历史2/3次成功; 当前距低点0.49%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
35,56.035268655828006,52.39027133207277,600960,渤海汽车,bottom_area,2023-12-22,3.99,2023-12-22,3.97,0.5037783375314866,3.526448362720406,28.59712230215826,False,-2.9197,2.2689,1,2,1,50.0,16.445623342175058,16.445623342175058,7.496221662468513,0.5037783375314866,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
