rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.22570692845322,83.79097739839031,300490,华自科技,bottom_area,2022-04-14,12.55,2022-04-13,12.34,1.7017828200972516,4.294975688816851,28.380731282646547,False,1.7018,1.7567,2,2,2,100.0,29.306678646301293,32.06349206349206,8.29821717990275,1.7017828200972516,历史2/2次成功; 当前距低点1.70%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
2,85.56261587301584,80.04818532818531,002482,广田集团,bottom_area,2022-04-14,2.7,2022-04-13,2.66,1.5037593984962419,7.518796992481193,27.717391304347828,False,0.7463,2.8939,1,1,1,100.0,23.423423423423422,23.423423423423422,8.496240601503759,1.5037593984962419,历史1/1次成功; 当前距低点1.50%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
3,85.5263874830004,79.34393655015853,603305,旭升集团,bottom_area,2022-04-14,26.63,2022-04-13,26.35,1.0626185958254177,4.743833017077798,29.994686503719443,False,0.8712,0.5865,1,1,1,100.0,14.229607250755288,14.229607250755288,8.937381404174582,1.0626185958254177,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
4,85.00737313488075,80.88255433420503,603348,文灿股份,bottom_area,2022-04-14,29.57,2022-04-14,28.88,2.3891966759002816,3.8781163434903085,31.9028531006838,False,1.094,1.0384,2,2,2,100.0,22.096358899234726,31.539888682745836,7.610803324099718,2.3891966759002816,历史2/2次成功; 当前距低点2.39%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
5,84.45010395464296,77.30524534045867,300724,捷佳伟创,bottom_area,2022-04-14,58.21,2022-04-14,58.0,0.3620689655172428,5.551724137931033,30.019305019305015,False,-2.6589,3.4923,3,3,3,100.0,23.660013880849316,30.55368319691865,9.637931034482758,0.3620689655172428,历史3/3次成功; 当前距低点0.36%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
6,84.07586124178157,79.51360520540581,605589,圣泉集团,bottom_area,2022-04-14,25.62,2022-04-12,25.1,2.0717131474103567,5.099601593625488,28.693181818181817,False,0.9854,1.791,2,2,2,100.0,10.844683771513038,11.515151515151507,7.928286852589644,2.0717131474103567,历史2/2次成功; 当前距低点2.07%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
7,83.90149528686668,80.25360418743769,000863,三湘印象,bottom_area,2022-04-14,3.85,2022-04-13,3.75,2.6666666666666687,8.800000000000002,28.57142857142857,False,0.2604,4.3923,2,2,2,100.0,22.116151545363905,25.588235294117638,7.333333333333332,2.6666666666666687,历史2/2次成功; 当前距低点2.67%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
8,83.5440133964858,77.563639335566,300393,中来股份,bottom_area,2022-04-14,12.84,2022-04-14,12.7,1.102362204724414,6.850393700787409,30.903155603917305,False,-3.4586,5.1559,2,2,2,100.0,21.166801948051944,23.89610389610389,8.897637795275587,1.102362204724414,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
9,82.73131018323379,78.1285212159465,000788,北大医药,bottom_area,2022-04-14,9.2,2022-04-14,9.02,1.9955654101995532,3.991130820399127,30.023273855702097,False,0.9879,4.5182,1,1,1,100.0,19.13123844731978,19.13123844731978,8.004434589800447,1.9955654101995532,历史1/1次成功; 当前距低点2.00%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
10,82.64588909071607,75.78773624428914,300435,中泰股份,bottom_area,2022-04-14,15.46,2022-04-13,15.39,0.4548408057180005,3.3788174139051304,29.306384933394575,False,0.3896,1.7039,1,1,1,100.0,27.498781082398814,27.498781082398814,9.545159194282,0.4548408057180005,历史1/1次成功; 当前距低点0.45%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
11,81.9070151409008,78.99280833289023,605186,健麾信息,bottom_area,2022-04-14,25.29,2022-04-14,24.53,3.098247044435377,3.791275988585404,27.210682492581604,False,0.9178,2.0828,1,1,1,100.0,37.29468599033817,37.29468599033817,6.901752955564623,3.098247044435377,历史1/1次成功; 当前距低点3.10%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
