rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.81860962458522,79.96460888803274,603221,爱丽家居,bottom_area,2025-08-27,12.22,2025-08-27,12.21,0.08190008190008015,2.538902538902528,30.625000000000004,False,-1.9262,3.7271,4,4,4,100.0,17.856672444972688,20.699708454810505,14.91809991809992,0.08190008190008015,历史4/4次成功; 当前距低点0.08%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
2,91.15194545072086,80.9901683474308,003001,中岩大地,bottom_area,2025-08-27,27.17,2025-08-15,26.86,1.1541325390915946,7.1109456440804175,27.756858526089296,True,-1.7715,5.4154,2,2,2,100.0,20.815002884729275,25.533980582524272,13.845867460908403,1.1541325390915946,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
3,83.1819494243059,76.00865155597899,003002,壶化股份,bottom_area,2025-08-27,25.51,2025-08-15,24.85,2.655935613682093,7.967806841046264,28.199942213233165,True,-3.1143,3.4357,1,1,1,100.0,39.32357395254923,39.32357395254923,12.344064386317905,2.655935613682093,历史1/1次成功; 当前距低点2.66%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
4,82.91023791903773,74.47115140485266,603511,爱慕股份,bottom_area,2025-08-27,15.24,2025-08-15,14.98,1.735647530040052,4.606141522029369,29.999999999999993,False,-2.682,1.1478,1,1,1,100.0,18.754988028731056,18.754988028731056,13.264352469959947,1.735647530040052,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
5,82.73202988343124,77.38313306792134,600620,天宸股份,bottom_area,2025-08-27,6.38,2025-08-04,6.14,3.9087947882736196,8.143322475570033,27.078384798099762,True,0.0,3.8794,1,1,1,100.0,29.38271604938273,29.38271604938273,11.091205211726379,3.9087947882736196,历史1/1次成功; 当前距低点3.91%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
6,79.57858424535797,70.0180968726631,300069,金利华电,bottom_area,2025-08-27,20.77,2025-08-27,20.64,0.6298449612403052,4.312015503875972,32.92167695807605,False,-3.0798,8.269,1,1,1,100.0,31.312598840274124,31.312598840274124,14.370155038759695,0.6298449612403052,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
7,75.76316289065784,71.89708559006667,603839,安正时尚,bottom_area,2025-08-27,7.82,2025-08-08,7.47,4.685408299866139,8.433734939759036,28.03468208092486,True,-0.5089,2.9262,1,1,1,100.0,31.88073394495412,31.88073394495412,10.31459170013386,4.685408299866139,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
8,75.48550429492035,66.14224062885272,002795,永和智控,bottom_area,2025-08-27,4.92,2025-08-27,4.9,0.40816326530611374,4.0816326530612095,28.985507246376812,False,-3.3399,6.3749,4,6,4,66.66666666666666,29.97949573701075,32.328767123287676,14.591836734693885,0.40816326530611374,历史4/6次成功; 当前距低点0.41%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
9,67.45988327237956,58.73315135686398,605169,洪通燃气,bottom_area,2025-08-27,15.17,2025-08-27,15.16,0.06596306068601442,4.287598944591031,27.32502396931927,False,-4.3506,3.6578,2,4,2,50.0,22.06208137219406,26.09375,14.934036939313986,0.06596306068601442,历史2/4次成功; 当前距低点0.07%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
10,59.63854157058564,56.174169613378396,605099,共创草坪,bottom_area,2025-08-27,31.4,2025-08-08,30.11,4.284290933244766,9.46529392228496,27.93202489229297,True,-3.0565,0.7609,1,2,1,50.0,44.31372549019606,44.31372549019606,10.715709066755233,4.284290933244766,历史1/2次成功; 当前距低点4.28%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
11,59.062575356675424,51.770235189666245,603080,新疆火炬,bottom_area,2025-08-27,21.17,2025-08-15,21.08,0.42694497153701816,8.82352941176472,27.310344827586214,False,-3.1121,4.6878,1,2,1,50.0,22.385321100917427,22.385321100917427,14.573055028462981,0.42694497153701816,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
12,56.547921885898376,52.92353744921072,000637,茂化实华,bottom_area,2025-08-27,4.22,2025-07-07,4.06,3.9408866995073932,9.605911330049276,27.370304114490168,True,-3.653,5.5356,1,2,1,50.0,22.627737226277358,22.627737226277358,11.059113300492607,3.9408866995073932,历史1/2次成功; 当前距低点3.94%; 最新日涨幅-3.65%; 状态bottom_area; 底部已确认
