rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.25225232910334,80.12340944263327,603226,菲林格尔,bottom_area,2023-09-11,5.36,2023-09-11,5.3,1.1320754716981227,5.849056603773595,29.049531459170012,False,-8.6882,8.1452,3,3,3,100.0,18.62656730163969,20.479302832244016,8.867924528301877,1.1320754716981227,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-8.69%; 状态bottom_area; 底部未确认
2,85.82716079167751,81.5496508060041,300561,汇金科技,bottom_area,2023-09-11,13.25,2023-09-08,12.95,2.316602316602322,3.0888030888030915,29.886302111532213,False,0.4549,4.8281,2,2,2,100.0,24.79303273041607,27.62128325508607,7.683397683397679,2.316602316602322,历史2/2次成功; 当前距低点2.32%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
3,80.24103986264977,75.1918444948922,300749,顶固集创,bottom_area,2023-09-11,8.95,2023-09-11,8.81,1.5891032917139474,4.540295119182751,28.663967611336027,False,-1.105,14.875,1,1,1,100.0,20.833333333333336,20.833333333333336,8.410896708286053,1.5891032917139474,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
4,77.76891062622587,75.94200392795894,000028,国药一致,bottom_area,2023-09-11,31.8,2023-09-08,30.65,3.7520391517128946,5.252854812398041,30.577576443941112,False,2.8461,1.4547,2,2,2,100.0,12.240070934754426,14.150943396226415,6.247960848287106,3.7520391517128946,历史2/2次成功; 当前距低点3.75%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
5,75.48752295857226,74.97359108420474,603106,恒银科技,bottom_area,2023-09-11,7.44,2023-09-11,7.11,4.641350210970465,6.610407876230657,30.634146341463413,False,0.9498,7.0317,1,1,1,100.0,34.60144927536232,34.60144927536232,5.358649789029536,4.641350210970465,历史1/1次成功; 当前距低点4.64%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
6,75.46590704656819,75.14357535603293,601777,千里科技,bottom_area,2023-09-11,3.73,2023-08-25,3.56,4.775280898876402,8.146067415730338,27.93522267206478,True,2.1918,0.6407,1,1,1,100.0,27.96352583586626,27.96352583586626,5.224719101123599,4.775280898876402,历史1/1次成功; 当前距低点4.78%; 最新日涨幅2.19%; 状态bottom_area; 底部已确认
7,69.35545081950491,68.53021782992982,601778,晶科科技,bottom_area,2023-09-11,3.82,2023-08-29,3.66,4.371584699453543,7.377049180327869,28.79377431906614,True,1.3263,1.0377,2,3,2,66.66666666666666,26.348195043103452,42.344827586206904,5.628415300546457,4.371584699453543,历史2/3次成功; 当前距低点4.37%; 最新日涨幅1.33%; 状态bottom_area; 底部已确认
8,68.00128073655364,67.46655425259546,002386,天原股份,bottom_area,2023-09-11,5.93,2023-08-31,5.67,4.585537918871249,5.996472663139327,31.604342581423396,False,2.5952,0.7184,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,5.414462081128751,4.585537918871249,历史2/3次成功; 当前距低点4.59%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
9,65.90214015570642,65.88362831858404,603076,乐惠国际,confirmed_rebound,2023-09-11,35.59,2023-08-28,33.9,4.985250737463141,10.825958702064902,27.22198368398454,True,-0.8911,1.0819,1,1,1,100.0,13.440860215053762,13.440860215053762,5.01474926253686,4.985250737463141,历史1/1次成功; 当前距低点4.99%; 最新日涨幅-0.89%; 状态confirmed_rebound; 底部已确认
10,56.14354465936248,55.5070389846648,002861,瀛通通讯,bottom_area,2023-09-11,11.86,2023-09-11,11.36,4.401408450704226,6.69014084507042,27.643312101910826,False,1.281,21.493,1,2,1,50.0,18.668012108980825,18.668012108980825,5.598591549295775,4.401408450704226,历史1/2次成功; 当前距低点4.40%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
11,55.27326443433923,50.95504065040649,002069,獐子岛,bottom_area,2023-09-11,4.13,2023-09-08,4.1,0.7317073170731768,1.4634146341463536,27.561837455830396,False,-0.2415,1.7835,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,9.268292682926823,0.7317073170731768,历史1/3次成功; 当前距低点0.73%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
12,51.287126323150986,50.555106678931175,605069,正和生态,bottom_area,2023-09-11,11.05,2023-09-11,10.6,4.2452830188679345,7.924528301886791,28.184281842818432,False,-1.6028,21.4054,1,2,1,50.0,12.604042806183122,12.604042806183122,5.7547169811320655,4.2452830188679345,历史1/2次成功; 当前距低点4.25%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
