rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.65815529839183,83.72625459469573,605258,协和电子,bottom_area,2022-09-09,22.83,2022-09-01,22.37,2.0563254358515746,5.274921770227983,28.98412698412698,False,0.1316,1.6285,1,1,1,100.0,49.971379507727534,49.971379507727534,12.943674564148425,2.0563254358515746,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,86.79083466312053,78.52893617021275,002110,三钢闽光,bottom_area,2022-09-09,5.28,2022-08-31,5.17,2.1276595744680913,2.7079303675048294,30.41722745625841,False,0.1898,0.2669,1,1,1,100.0,22.90322580645161,22.90322580645161,12.872340425531908,2.1276595744680913,历史1/1次成功; 当前距低点2.13%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,85.1556225336635,76.76545628048349,688058,宝兰德,bottom_area,2022-09-09,41.2,2022-08-31,40.42,1.9297377535873357,7.397328055418097,31.49152542372881,True,-0.4109,1.1989,1,1,1,100.0,24.27558257345491,24.27558257345491,13.070262246412664,1.9297377535873357,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
4,82.36970241283088,71.87559792085477,002012,凯恩股份,bottom_area,2022-09-09,5.38,2022-09-09,5.37,0.18621973929236102,2.0484171322160205,28.874172185430456,False,-1.8248,4.2558,1,1,1,100.0,25.646123260437374,25.646123260437374,14.813780260707638,0.18621973929236102,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
5,80.96180255135641,74.79463078507875,002645,华宏科技,bottom_area,2022-09-09,18.78,2022-09-02,18.19,3.243540406816931,5.99230346344145,28.27287066246056,False,1.2945,0.8249,1,1,1,100.0,16.50485436893203,16.50485436893203,11.756459593183068,3.243540406816931,历史1/1次成功; 当前距低点3.24%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
6,80.3779256980288,73.73744398591438,603055,台华新材,bottom_area,2022-09-09,10.76,2022-09-01,10.46,2.8680688336519973,7.934990439770538,31.767775603392035,True,-1.1029,0.3278,1,1,1,100.0,19.498069498069512,19.498069498069512,12.131931166348002,2.8680688336519973,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
7,66.96479563868563,60.01112553680219,688165,埃夫特,bottom_area,2022-09-09,8.19,2022-09-02,8.06,1.612903225806439,7.071960297766752,28.4826974267968,True,-1.3253,0.4517,1,2,1,50.0,21.98142414860681,21.98142414860681,13.38709677419356,1.612903225806439,历史1/2次成功; 当前距低点1.61%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
8,66.61723310974942,59.27183789986421,601966,玲珑轮胎,bottom_area,2022-09-09,21.44,2022-09-09,21.18,1.2275731822474105,1.8885741265344598,30.099009900990104,False,-0.6027,0.7919,1,2,1,50.0,22.476907287033857,22.476907287033857,13.772426817752589,1.2275731822474105,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
9,61.4476576376127,53.81177286106773,688288,鸿泉技术,bottom_area,2022-09-09,18.58,2022-09-09,18.51,0.37817396002159226,3.565640194489465,32.24743777452415,False,-1.38,0.6483,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,14.621826039978409,0.37817396002159226,历史1/3次成功; 当前距低点0.38%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
10,59.967246006728836,55.398514524508144,002617,露笑科技,bottom_area,2022-09-09,11.78,2022-09-02,11.41,3.242769500438205,9.02716914986853,28.99813316739266,True,-1.34,2.2453,1,3,1,33.33333333333333,36.60589060308556,36.60589060308556,11.757230499561794,3.242769500438205,历史1/3次成功; 当前距低点3.24%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
11,59.23321827111669,54.40715259705831,605319,无锡振华,bottom_area,2022-09-09,14.03,2022-08-29,13.63,2.9347028613352792,5.282465150403513,27.345415778251603,False,-1.1972,1.0381,1,2,1,50.0,17.248790972595383,17.248790972595383,12.06529713866472,2.9347028613352792,历史1/2次成功; 当前距低点2.93%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
12,59.185530064921835,53.70587201364413,603033,三维股份,bottom_area,2022-09-09,17.48,2022-09-09,17.09,2.282036278525457,3.3937975424224804,27.584745762711872,False,-0.2283,0.2827,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,12.717963721474543,2.282036278525457,历史1/3次成功; 当前距低点2.28%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
13,56.73893182047396,53.65155537364053,300340,科恒股份,bottom_area,2022-09-09,12.79,2022-09-02,12.24,4.493464052287573,9.722222222222218,27.999999999999996,True,-0.9295,1.8076,1,3,1,33.33333333333333,42.54473161033797,42.54473161033797,10.506535947712427,4.493464052287573,历史1/3次成功; 当前距低点4.49%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
