rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.79774366701108,84.00189927872295,000928,中钢国际,bottom_area,2023-11-28,6.13,2023-10-23,5.97,2.6800670016750443,7.705192629815745,31.06235565819862,True,0.6568,0.9981,3,3,3,100.0,16.57232280936585,18.798449612403097,7.319932998324956,2.6800670016750443,历史3/3次成功; 当前距低点2.68%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
2,81.51821641190735,75.03856331249933,600048,保利发展,bottom_area,2023-11-28,10.77,2023-10-30,10.7,0.6542056074766383,6.448598130841134,28.139691067830768,False,-1.2832,0.4621,2,2,2,100.0,31.721247836269217,31.987577639751546,9.345794392523363,0.6542056074766383,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
3,81.5131356798891,78.41055958134662,605086,龙高股份,bottom_area,2023-11-28,27.8,2023-11-28,27.0,2.9629629629629655,3.2592592592592555,32.21190057745418,False,0.072,9.8847,2,2,2,100.0,15.839328693022429,17.79249448123621,7.0370370370370345,2.9629629629629655,历史2/2次成功; 当前距低点2.96%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
4,80.88064092332029,74.51575363376917,002103,广博股份,bottom_area,2023-11-28,7.2,2023-11-28,7.15,0.6993006993006968,4.195804195804193,28.068410462776654,False,-5.3876,20.4888,2,2,2,100.0,39.6782754202944,51.366120218579226,9.300699300699304,0.6993006993006968,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
5,79.32136593254806,74.14807867741553,601022,宁波远洋,bottom_area,2023-11-28,10.42,2023-11-28,10.27,1.4605647517039957,2.629016553067182,29.22122674017919,False,-0.3824,7.9678,1,1,1,100.0,13.646055437100205,13.646055437100205,8.539435248296005,1.4605647517039957,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
6,76.40250150349361,76.04980674756285,603326,我乐家居,bottom_area,2023-11-28,10.35,2023-11-02,9.88,4.757085020242903,9.00809716599189,30.909090909090907,True,2.071,2.5037,2,2,2,100.0,15.946024697401477,20.141843971631218,5.242914979757097,4.757085020242903,历史2/2次成功; 当前距低点4.76%; 最新日涨幅2.07%; 状态bottom_area; 底部已确认
7,75.34665758968136,73.35511597938142,301448,开创电气,bottom_area,2023-11-28,39.78,2023-11-27,38.4,3.5937500000000067,3.854166666666677,29.138217383281045,False,0.8109,15.2764,1,1,1,100.0,13.058419243986243,13.058419243986243,6.406249999999994,3.5937500000000067,历史1/1次成功; 当前距低点3.59%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
8,74.65284937331171,71.79345393024465,000631,顺发恒能,bottom_area,2023-11-28,3.49,2023-11-03,3.39,2.949852507374634,9.439528023598815,31.515151515151512,True,-1.1331,1.0471,1,1,1,100.0,10.04901960784314,10.04901960784314,7.050147492625366,2.949852507374634,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-1.13%; 状态bottom_area; 底部已确认
9,73.72178662712537,72.61146109495884,300683,海特生物,bottom_area,2023-11-28,37.93,2023-11-27,36.4,4.203296703296706,5.2197802197802154,29.51200619674671,False,3.2671,2.4658,1,1,1,100.0,16.532137518684582,16.532137518684582,5.796703296703294,4.203296703296706,历史1/1次成功; 当前距低点4.20%; 最新日涨幅3.27%; 状态bottom_area; 底部未确认
10,72.34708178438663,65.77007434944238,600159,大龙地产,bottom_area,2023-11-28,3.75,2023-11-28,3.75,0.0,6.400000000000006,29.111531190926275,False,-10.0719,19.8239,1,1,1,100.0,13.01115241635688,13.01115241635688,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
11,69.75819461014963,68.43253811267888,002080,中材科技,bottom_area,2023-11-28,17.19,2023-10-26,16.53,3.9927404718693293,9.074410163339381,27.244718309859145,True,1.1176,0.2954,2,3,2,66.66666666666666,21.179138289646758,28.579356270810223,6.007259528130671,3.9927404718693293,历史2/3次成功; 当前距低点3.99%; 最新日涨幅1.12%; 状态bottom_area; 底部已确认
12,66.69357758198728,63.71285903083701,002366,融发核电,bottom_area,2023-11-28,5.13,2023-10-23,5.0,2.599999999999998,9.2,28.469241773962807,True,-0.7737,0.6631,2,4,2,50.0,20.64977973568282,25.0,7.400000000000002,2.599999999999998,历史2/4次成功; 当前距低点2.60%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
13,65.68510380694815,61.231876430205915,300337,银邦股份,bottom_area,2023-11-28,8.47,2023-11-28,8.36,1.315789473684225,3.5885167464114924,30.27522935779817,False,-0.9357,3.4436,1,2,1,50.0,34.09610983981694,34.09610983981694,8.684210526315775,1.315789473684225,历史1/2次成功; 当前距低点1.32%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
14,63.56919419149295,62.9633876665783,603178,圣龙股份,confirmed_rebound,2023-11-28,40.43,2023-11-27,38.69,4.497286120444564,11.915223571982423,30.28828828828829,False,2.6142,14.0782,2,3,2,66.66666666666666,17.36845889529691,21.994535519125673,5.5027138795554364,4.497286120444564,历史2/3次成功; 当前距低点4.50%; 最新日涨幅2.61%; 状态confirmed_rebound; 底部未确认
