rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.95901412676125,75.06955838649992,300561,汇金科技,bottom_area,2023-09-07,13.27,2023-09-07,13.26,0.07541478129713264,2.2624434389140324,28.20790471034109,False,-0.6737,6.4944,2,2,2,100.0,24.79303273041607,27.62128325508607,19.924585218702866,0.07541478129713264,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
2,88.36323744422647,76.72762029985314,601777,千里科技,bottom_area,2023-09-07,3.64,2023-08-25,3.56,2.247191011235957,8.146067415730338,27.93522267206478,True,-2.4129,0.671,1,1,1,100.0,27.96352583586626,27.96352583586626,17.752808988764045,2.247191011235957,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
3,87.20861474110366,78.7502541140401,000411,英特集团,bottom_area,2023-09-07,11.88,2023-08-24,11.38,4.393673110720562,9.490333919156415,27.974683544303797,True,-2.3026,2.3946,3,3,3,100.0,31.816283905822544,47.98426745329401,15.60632688927944,4.393673110720562,历史3/3次成功; 当前距低点4.39%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
4,84.4722503421892,71.43570744505456,002755,奥赛康,bottom_area,2023-09-07,7.54,2023-08-24,7.48,0.8021390374331497,6.550802139037423,32.97491039426523,False,-2.2049,0.2253,1,1,1,100.0,30.831099195710454,30.831099195710454,19.19786096256685,0.8021390374331497,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
5,82.15641321832786,74.45970040886137,002339,积成电子,bottom_area,2023-09-07,6.83,2023-08-25,6.53,4.5941807044410385,9.494640122511488,27.201783723522855,True,-2.289,1.5229,3,4,3,75.0,48.70662588702658,82.94930875576038,15.405819295558961,4.5941807044410385,历史3/4次成功; 当前距低点4.59%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
6,78.69714715154569,69.48495169086475,688248,南网科技,bottom_area,2023-09-07,30.02,2023-08-25,29.1,3.1615120274914026,9.175257731958757,32.29409027454629,True,-2.215,2.0684,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,16.8384879725086,3.1615120274914026,历史2/3次成功; 当前距低点3.16%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
7,68.34450708855552,59.04904458598722,002425,凯撒文化,bottom_area,2023-09-07,4.65,2023-08-25,4.56,1.9736842105263324,7.894736842105271,27.04000000000001,True,-1.6913,2.3306,1,2,1,50.0,21.231422505307858,21.231422505307858,18.026315789473667,1.9736842105263324,历史1/2次成功; 当前距低点1.97%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
8,65.54330280234021,57.328226977700645,002386,天原股份,bottom_area,2023-09-07,5.82,2023-08-31,5.67,2.645502645502652,5.996472663139327,31.604342581423396,False,-2.1849,0.4377,1,3,1,33.33333333333333,48.85290148448042,48.85290148448042,17.35449735449735,2.645502645502652,历史1/3次成功; 当前距低点2.65%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
9,60.6964610098978,54.51520896928586,601778,晶科科技,bottom_area,2023-09-07,3.81,2023-08-29,3.66,4.098360655737703,7.377049180327869,28.79377431906614,True,-2.3077,1.2496,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,15.901639344262296,4.098360655737703,历史1/3次成功; 当前距低点4.10%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
10,60.41199999999999,50.34333333333333,002069,獐子岛,bottom_area,2023-09-07,4.13,2023-09-07,4.13,0.0,2.421307506053282,27.031802120141347,False,-1.6667,2.1468,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
11,59.12143576194836,53.52457392255763,000572,海马汽车,bottom_area,2023-09-07,4.38,2023-08-29,4.19,4.534606205250585,11.455847255369916,31.42389525368248,True,-2.4499,2.0715,1,2,1,50.0,22.92191435768261,22.92191435768261,15.465393794749415,4.534606205250585,历史1/2次成功; 当前距低点4.53%; 最新日涨幅-2.45%; 状态bottom_area; 底部已确认
12,58.37374642375754,52.441926605504584,002265,建设工业,bottom_area,2023-09-07,12.66,2023-08-25,12.16,4.111842105263158,7.1546052631578885,28.344136711844424,True,-2.3901,0.7006,1,4,1,25.0,32.75229357798165,32.75229357798165,15.888157894736842,4.111842105263158,历史1/4次成功; 当前距低点4.11%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
