rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.0177825425089,77.10614619197926,300505,川金诺,bottom_area,2021-09-29,33.4,2021-09-29,32.93,1.427269966595806,7.804433647130277,27.990378307456808,False,-5.2213,10.556,1,1,1,100.0,39.35656836461126,39.35656836461126,6.572730033404195,1.427269966595806,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
14,74.71963334905627,69.52731232622799,002114,罗平锌电,bottom_area,2021-09-29,7.82,2021-09-29,7.8,0.2564102564102623,6.153846153846148,30.23255813953488,False,-4.284,4.4542,1,1,1,100.0,24.096385542168683,24.096385542168683,7.743589743589737,0.2564102564102623,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
15,74.32219501625136,68.81684723726977,002127,南极电商,bottom_area,2021-09-29,6.42,2021-09-29,6.42,0.0,3.2710280373831773,32.34984193888304,False,-2.8744,2.7043,1,1,1,100.0,19.17659804983748,19.17659804983748,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
16,74.30929064920882,68.92919887207738,601606,长城军工,bottom_area,2021-09-29,10.68,2021-09-29,10.67,0.09372071227741131,5.24835988753515,29.102990033222596,False,-4.5576,1.0887,1,1,1,100.0,18.886462882096076,18.886462882096076,7.9062792877225885,0.09372071227741131,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
17,74.07429684573657,70.3483321893362,688078,龙软科技,confirmed_rebound,2021-09-29,60.01,2021-09-29,59.23,1.3169002194833719,8.627384771230806,29.378800524621447,False,-6.7299,1.6145,1,1,1,100.0,11.886369299775717,11.886369299775717,6.683099780516629,1.3169002194833719,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-6.73%; 状态confirmed_rebound; 底部未确认
18,73.94157452372332,69.0420484446941,002805,丰元股份,confirmed_rebound,2021-09-29,23.02,2021-09-27,22.92,0.4363001745200604,11.692844677137868,27.924528301886788,False,-3.7625,3.4389,1,1,1,100.0,33.907595927956166,33.907595927956166,7.56369982547994,0.4363001745200604,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-3.76%; 状态confirmed_rebound; 底部未确认
19,73.85205750221812,68.65836148999517,300516,久之洋,bottom_area,2021-09-29,28.66,2021-09-29,28.6,0.20979020979020532,5.314685314685312,27.539903724347596,False,-4.8789,0.8371,1,1,1,100.0,18.853135313531354,18.853135313531354,7.790209790209795,0.20979020979020532,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
20,73.39735390677788,71.45058436184644,300463,迈克生物,confirmed_rebound,2021-09-29,27.6,2021-09-17,26.9,2.602230483271386,9.368029739776963,32.75,True,-2.4735,1.1515,1,1,1,100.0,14.159515396264513,14.159515396264513,5.397769516728614,2.602230483271386,历史1/1次成功; 当前距低点2.60%; 最新日涨幅-2.47%; 状态confirmed_rebound; 底部已确认
21,72.95877641277643,67.55442260442261,300665,飞鹿股份,bottom_area,2021-09-29,8.89,2021-09-29,8.89,0.0,4.836895388076487,27.723577235772357,False,-4.3057,4.2432,1,1,1,100.0,22.6044226044226,22.6044226044226,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
22,72.73433543260956,67.64472755607895,300566,激智科技,bottom_area,2021-09-29,21.85,2021-09-29,21.8,0.22935779816514087,6.651376146788987,32.69527631985181,False,-3.532,2.7346,1,1,1,100.0,13.643351268255191,13.643351268255191,7.7706422018348595,0.22935779816514087,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
23,72.67539478605906,68.42746788810045,000902,新洋丰,bottom_area,2021-09-29,17.41,2021-09-29,17.26,0.8690614136732246,6.141367323290838,30.17799352750808,False,-4.2354,2.2282,1,1,1,100.0,25.693160813308673,25.693160813308673,7.130938586326775,0.8690614136732246,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
24,72.47780048560995,71.35377195443581,300521,爱司凯,bottom_area,2021-09-29,15.54,2021-09-28,15.06,3.187250996015927,6.706507304116864,27.21121314644756,False,-1.145,0.8061,1,1,1,100.0,19.788732394366214,19.788732394366214,4.812749003984073,3.187250996015927,历史1/1次成功; 当前距低点3.19%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
25,72.44181113024601,69.51486926639771,000825,太钢不锈,confirmed_rebound,2021-09-29,9.88,2021-09-29,9.7,1.8556701030927991,11.03092783505155,27.61194029850747,False,-7.6636,2.3255,1,1,1,100.0,14.009661835748794,14.009661835748794,6.144329896907201,1.8556701030927991,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-7.66%; 状态confirmed_rebound; 底部未确认
26,72.05846511627908,66.72080103359174,000301,东方盛虹,confirmed_rebound,2021-09-29,26.3,2021-09-29,26.3,0.0,8.36501901140684,28.53260869565217,False,-9.9932,3.3754,1,1,1,100.0,28.337639965546952,28.337639965546952,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
27,71.7341336931201,66.7375953075912,300697,电工合金,bottom_area,2021-09-29,12.16,2021-09-29,12.13,0.2473206924979337,5.5234954657873025,30.96186681844052,False,-4.4776,2.0153,1,1,1,100.0,8.986486486486475,8.986486486486475,7.752679307502067,0.2473206924979337,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
28,71.60626027972664,67.32877723511417,300608,思特奇,confirmed_rebound,2021-09-29,12.63,2021-09-29,12.53,0.79808459696729,13.168395849960099,28.277046365197478,False,-10.9937,11.9213,2,2,2,100.0,12.464570517202096,14.718614718614711,7.201915403032711,0.79808459696729,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-10.99%; 状态confirmed_rebound; 底部未确认
29,71.56921743523881,67.44743004368054,688127,蓝特光学,bottom_area,2021-09-29,18.72,2021-09-29,18.55,0.9164420485175103,3.2345013477088833,28.79078694817658,False,-2.0921,1.0644,1,1,1,100.0,10.789881259679916,10.789881259679916,7.08355795148249,0.9164420485175103,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
30,71.42536046099782,67.30090884288782,300447,全信股份,confirmed_rebound,2021-09-29,16.67,2021-09-29,16.52,0.9079903147699887,9.564164648910422,28.17391304347826,False,-8.2554,3.3239,1,1,1,100.0,30.328638497652584,30.328638497652584,7.0920096852300105,0.9079903147699887,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-8.26%; 状态confirmed_rebound; 底部未确认
31,71.25034924968642,66.6183611835045,605589,圣泉集团,bottom_area,2021-09-29,29.8,2021-09-29,29.65,0.5059021922428403,5.160202360876901,28.69167869167869,False,-4.701,6.6305,1,1,1,100.0,11.515151515151507,11.515151515151507,7.494097807757159,0.5059021922428403,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-4.70%; 状态bottom_area; 底部未确认
32,71.22109902437829,66.64841889350312,688135,利扬芯片,bottom_area,2021-09-29,36.52,2021-09-29,36.32,0.5506607929515497,4.24008810572687,31.471698113207548,False,-3.3862,3.3477,1,1,1,100.0,12.225405921680993,12.225405921680993,7.44933920704845,0.5506607929515497,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
33,70.79643609022557,65.55225563909775,603169,兰石重装,confirmed_rebound,2021-09-29,5.3,2021-09-29,5.3,0.0,9.056603773584913,28.086838534599735,False,-9.2466,2.6502,1,1,1,100.0,22.055137844611526,22.055137844611526,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.25%; 状态confirmed_rebound; 底部未确认
34,69.07433058423985,65.12197528672658,688056,莱伯泰科,bottom_area,2021-09-29,43.09,2021-09-29,42.69,0.9369875849145133,7.7535722651674925,27.224684623252642,False,-4.4568,0.8983,1,1,1,100.0,8.754338603933666,8.754338603933666,7.063012415085487,0.9369875849145133,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
35,68.48052631578949,63.40789473684211,000920,沃顿科技,confirmed_rebound,2021-09-29,8.71,2021-09-29,8.71,0.0,9.07003444316876,28.371710526315784,False,-8.8912,4.9517,1,1,1,100.0,10.526315789473678,10.526315789473678,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.89%; 状态confirmed_rebound; 底部未确认
