rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.19866214492178,87.18949776865183,002678,珠江钢琴,bottom_area,2025-11-04,5.03,2025-11-03,4.92,2.235772357723584,2.235772357723584,29.613733905579405,False,0.1992,1.6296,4,4,4,100.0,20.79063841000859,35.5191256830601,5.764227642276416,2.235772357723584,历史4/4次成功; 当前距低点2.24%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
2,82.88925091802633,76.95074917144743,688036,传音控股,bottom_area,2025-11-04,73.57,2025-11-04,73.47,0.1361099768612962,3.6205253845106804,29.961868446139185,False,-3.0443,0.7621,4,4,4,100.0,12.5326877348988,19.148936170212753,7.863890023138705,0.1361099768612962,历史4/4次成功; 当前距低点0.14%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
3,81.5970305886054,75.55280610056056,603192,汇得科技,bottom_area,2025-11-04,27.98,2025-11-04,27.98,0.0,3.2165832737669717,27.078446703153496,False,-10.0032,2.7001,5,5,5,100.0,15.60648441161584,25.562817719680464,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
4,80.31444401671888,80.07717830322784,002767,先锋电子,bottom_area,2025-11-04,19.71,2025-10-31,18.98,3.8461538461538485,4.583772391991575,27.47420710737486,False,-0.6552,3.8877,5,5,5,100.0,24.765640174508626,52.04379562043795,4.1538461538461515,3.8461538461538485,历史5/5次成功; 当前距低点3.85%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
5,80.02213517145199,76.41396052137,301117,佳缘科技,bottom_area,2025-11-04,32.36,2025-11-03,31.85,1.6012558869701665,4.207221350078481,28.426966292134832,False,-1.1908,5.8682,1,1,1,100.0,27.552816901408463,27.552816901408463,6.398744113029833,1.6012558869701665,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
6,78.45557352358044,78.30270757125031,300563,神宇股份,bottom_area,2025-11-04,38.11,2025-10-23,36.68,3.8985823336968366,6.27044711014176,28.776699029126213,False,-0.574,2.8089,4,4,4,100.0,15.86814673160799,20.477137176938378,4.101417666303163,3.8985823336968366,历史4/4次成功; 当前距低点3.90%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
7,77.08399025733195,72.4051620402295,603173,福斯达,bottom_area,2025-11-04,39.22,2025-11-04,38.93,0.7449267916773674,3.955818135114306,29.07633448715613,False,-2.9928,6.7572,1,1,1,100.0,35.34190927555856,35.34190927555856,7.255073208322632,0.7449267916773674,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
8,76.65645282108584,73.6601093883398,605488,福莱新材,confirmed_rebound,2025-11-04,30.68,2025-10-23,30.1,1.9269102990033167,8.239202657807299,27.64423076923077,True,-3.0648,2.2077,1,1,1,100.0,27.975617581007374,27.975617581007374,6.073089700996684,1.9269102990033167,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-3.06%; 状态confirmed_rebound; 底部已确认
9,74.9852164344945,73.46613066669825,601669,中国电建,confirmed_rebound,2025-11-04,5.61,2025-09-29,5.45,2.935779816513764,9.174311926605503,30.484693877551017,True,-0.5319,0.8063,2,2,2,100.0,12.417788431987212,16.457680250783696,5.064220183486237,2.935779816513764,历史2/2次成功; 当前距低点2.94%; 最新日涨幅-0.53%; 状态confirmed_rebound; 底部已确认
10,74.529896352232,73.13859538465421,002748,世龙实业,bottom_area,2025-11-04,12.28,2025-11-03,11.92,3.020134228187915,5.536912751677853,31.05841526894158,False,-1.0475,10.7792,2,2,2,100.0,10.669362499584171,12.627291242362526,4.979865771812085,3.020134228187915,历史2/2次成功; 当前距低点3.02%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
11,74.44611781207115,71.96476780317872,301498,乖宝宠物,bottom_area,2025-11-04,71.74,2025-10-28,70.17,2.2374234003135145,4.859626621063128,30.901033973412105,False,-1.8605,1.3277,1,1,1,100.0,11.430608365019017,11.430608365019017,5.7625765996864855,2.2374234003135145,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
12,71.14573396926333,71.79251336898393,601619,嘉泽新能,bottom_area,2025-11-04,4.44,2025-10-29,4.25,4.470588235294127,6.588235294117653,28.451178451178453,False,-0.8929,3.5468,1,1,1,100.0,37.878787878787875,37.878787878787875,3.5294117647058734,4.470588235294127,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
13,68.91683138153282,70.00389357641087,000096,广聚能源,confirmed_rebound,2025-11-04,11.54,2025-09-23,11.01,4.813805631244318,10.808356039963666,28.039215686274517,True,-0.9442,1.075,2,2,2,100.0,16.82457212713937,21.149144254278735,3.186194368755683,4.813805631244318,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-0.94%; 状态confirmed_rebound; 底部已确认
14,67.39808865855358,66.66088501505641,002123,梦网科技,bottom_area,2025-11-04,12.37,2025-10-31,11.96,3.428093645484936,4.682274247491628,31.066282420749282,False,-0.8814,1.6048,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,4.571906354515065,3.428093645484936,历史2/3次成功; 当前距低点3.43%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
