rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.58522614030792,82.24055130588485,300761,立华股份,bottom_area,2024-09-19,17.46,2024-09-18,17.27,1.1001737116386872,3.2426172553561012,30.6425702811245,False,0.4025,0.6527,1,1,1,100.0,30.263157894736853,30.263157894736853,8.899826288361314,1.1001737116386872,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
12,80.46654006670423,78.46452752236918,301386,未来电器,bottom_area,2024-09-19,17.48,2024-09-18,16.86,3.677342823250303,4.626334519572961,28.224776500638566,False,1.0989,1.522,2,2,2,100.0,24.88639332999926,27.880184331797242,6.322657176749698,3.677342823250303,历史2/2次成功; 当前距低点3.68%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
13,80.17826248355732,79.80797867332569,300455,航天智装,bottom_area,2024-09-19,10.13,2024-09-18,9.67,4.7569803516029046,5.3774560496380515,29.82583454281567,False,2.6342,1.1618,3,3,3,100.0,28.676848790216763,53.103448275862064,5.243019648397096,4.7569803516029046,历史3/3次成功; 当前距低点4.76%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
14,79.1894323657607,78.70203902762009,688358,祥生医疗,bottom_area,2024-09-19,19.7,2024-09-18,18.82,4.675876726886285,5.5791710945802375,29.274708756106726,False,3.7388,0.9804,3,3,3,100.0,21.73676325226245,29.46360153256704,5.324123273113716,4.675876726886285,历史3/3次成功; 当前距低点4.68%; 最新日涨幅3.74%; 状态bottom_area; 底部未确认
15,78.9834322756992,74.25458749323529,601808,中海油服,bottom_area,2024-09-19,13.3,2024-09-18,13.07,1.7597551644988556,2.830910482019887,30.25613660618996,False,-0.6721,0.2303,1,1,1,100.0,17.88617886178861,17.88617886178861,8.240244835501146,1.7597551644988556,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
16,78.70192844686446,75.99771526563333,300400,劲拓股份,bottom_area,2024-09-19,11.41,2024-09-18,11.06,3.1645569620253133,4.339963833634707,28.64516129032258,False,1.0629,3.1681,4,5,4,80.0,15.338199672317415,27.014218009478668,6.835443037974686,3.1645569620253133,历史4/5次成功; 当前距低点3.16%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
17,78.197683805158,74.86661418713989,000883,湖北能源,bottom_area,2024-09-19,4.54,2024-09-11,4.42,2.714932126696835,4.977375565610854,28.70967741935484,False,0.0,0.397,1,1,1,100.0,10.412147505422983,10.412147505422983,7.2850678733031655,2.714932126696835,历史1/1次成功; 当前距低点2.71%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
18,77.72928400343986,76.68295582120656,603132,金徽股份,bottom_area,2024-09-19,10.7,2024-09-18,10.26,4.2884990253411255,4.970760233918127,31.554369579719815,False,3.6822,1.4962,2,2,2,100.0,22.799643005292072,33.20754716981132,5.711500974658875,4.2884990253411255,历史2/2次成功; 当前距低点4.29%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
19,75.98761712994175,74.34737605007413,688009,中国通号,bottom_area,2024-09-19,4.85,2024-09-18,4.67,3.8543897216274026,4.282655246252681,28.153846153846157,False,2.9724,0.3465,1,1,1,100.0,21.588089330024815,21.588089330024815,6.145610278372597,3.8543897216274026,历史1/1次成功; 当前距低点3.85%; 最新日涨幅2.97%; 状态bottom_area; 底部未确认
20,75.47630626029269,75.16912474091875,300401,花园生物,bottom_area,2024-09-19,12.48,2024-09-10,11.91,4.785894206549121,6.045340050377839,30.023501762632193,False,2.0442,3.4861,2,2,2,100.0,20.757868450810403,29.551451187335093,5.214105793450879,4.785894206549121,历史2/2次成功; 当前距低点4.79%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
21,75.01236152746361,73.80214623843524,603079,圣达生物,bottom_area,2024-09-19,10.55,2024-09-18,10.13,4.146100691016781,4.6396841066140055,30.616438356164377,False,2.3278,1.6206,1,1,1,100.0,22.232558139534888,22.232558139534888,5.85389930898322,4.146100691016781,历史1/1次成功; 当前距低点4.15%; 最新日涨幅2.33%; 状态bottom_area; 底部未确认
22,74.49616592637979,74.16851385713142,000899,赣能股份,bottom_area,2024-09-19,7.47,2024-09-18,7.13,4.768583450210376,4.908835904628338,28.628628628628633,False,2.1888,1.0777,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,5.231416549789625,4.768583450210376,历史5/6次成功; 当前距低点4.77%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
23,73.50005422665626,72.51596658226953,001286,陕西能源,bottom_area,2024-09-19,8.99,2024-09-11,8.62,4.292343387471009,5.568445475638057,31.749802058590664,False,1.5819,1.7483,1,1,1,100.0,17.110266159695826,17.110266159695826,5.707656612528992,4.292343387471009,历史1/1次成功; 当前距低点4.29%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
24,73.04366502881784,72.36410364936944,000690,宝新能源,bottom_area,2024-09-19,3.94,2024-09-18,3.77,4.509283819628646,5.0397877984084865,27.91586998087955,False,2.3377,1.3785,1,1,1,100.0,18.953068592057758,18.953068592057758,5.490716180371355,4.509283819628646,历史1/1次成功; 当前距低点4.51%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
25,72.7606883452604,72.25540578730723,000539,粤电力A,bottom_area,2024-09-19,4.29,2024-09-18,4.1,4.634146341463424,4.87804878048781,31.8936877076412,False,2.8777,0.6424,1,1,1,100.0,19.89924433249369,19.89924433249369,5.365853658536576,4.634146341463424,历史1/1次成功; 当前距低点4.63%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
26,71.44916143958294,68.70708645312537,002036,联创电子,bottom_area,2024-09-19,6.64,2024-09-19,6.45,2.9457364341085195,4.651162790697672,30.57050592034445,False,2.3112,6.6984,3,5,3,60.0,16.792287757488097,22.210743801652896,7.05426356589148,2.9457364341085195,历史3/5次成功; 当前距低点2.95%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
27,71.17623792176556,70.753827014218,000726,鲁泰A,bottom_area,2024-09-19,5.36,2024-09-18,5.12,4.687500000000004,4.687500000000004,32.185430463576154,False,3.2755,0.807,1,1,1,100.0,12.480252764612954,12.480252764612954,5.3124999999999964,4.687500000000004,历史1/1次成功; 当前距低点4.69%; 最新日涨幅3.28%; 状态bottom_area; 底部未确认
28,70.3906637394247,70.11277773012846,002140,东华科技,bottom_area,2024-09-19,6.56,2024-09-18,6.26,4.792332268370604,5.111821086261985,30.444444444444446,False,3.3071,0.5693,1,1,1,100.0,10.318791946308728,10.318791946308728,5.207667731629397,4.792332268370604,历史1/1次成功; 当前距低点4.79%; 最新日涨幅3.31%; 状态bottom_area; 底部未确认
29,65.0161386050887,61.216045487894355,000922,佳电股份,bottom_area,2024-09-19,8.86,2024-09-18,8.7,1.8390804597701167,3.6781609195402334,30.6772908366534,False,-0.5612,1.4278,1,2,1,50.0,40.42553191489362,40.42553191489362,8.160919540229884,1.8390804597701167,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
30,64.88677771328369,63.653695650935745,603060,国检集团,bottom_area,2024-09-19,5.73,2024-09-18,5.51,3.9927404718693404,4.537205081669692,29.719387755102044,False,2.3214,0.8915,2,4,2,50.0,24.124429713966915,36.2098138747885,6.00725952813066,3.9927404718693404,历史2/4次成功; 当前距低点3.99%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
31,64.53781845256664,62.441250903966306,000591,太阳能,bottom_area,2024-09-19,4.11,2024-08-23,3.98,3.266331658291466,7.035175879396981,28.158844765342963,True,2.2388,0.509,1,2,1,50.0,32.84132841328414,32.84132841328414,6.733668341708535,3.266331658291466,历史1/2次成功; 当前距低点3.27%; 最新日涨幅2.24%; 状态bottom_area; 底部已确认
32,57.47867569584704,56.53870223438212,000966,长源电力,bottom_area,2024-09-19,4.03,2024-09-18,3.87,4.134366925064603,4.134366925064603,28.33333333333334,False,2.5445,0.4343,1,2,1,50.0,20.94117647058823,20.94117647058823,5.865633074935398,4.134366925064603,历史1/2次成功; 当前距低点4.13%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
33,55.879090988927885,55.55421255294573,000683,博源化工,bottom_area,2024-09-19,5.13,2024-09-18,4.9,4.693877551020399,6.530612244897946,29.69870875179339,False,1.7857,1.0988,1,2,1,50.0,22.50673854447439,22.50673854447439,5.306122448979602,4.693877551020399,历史1/2次成功; 当前距低点4.69%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
34,53.82183141124185,53.73709486218189,001229,魅视科技,bottom_area,2024-09-19,22.83,2024-09-18,21.76,4.9172794117646905,5.56066176470587,28.23218997361477,False,2.7453,3.2041,1,2,1,50.0,15.47576301615797,15.47576301615797,5.08272058823531,4.9172794117646905,历史1/2次成功; 当前距低点4.92%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
35,53.49687129244115,53.45478091376889,002840,华统股份,bottom_area,2024-09-19,10.16,2024-09-18,9.68,4.958677685950417,6.921487603305784,32.35499650593991,False,2.6263,2.1226,1,2,1,50.0,14.46540880503144,14.46540880503144,5.041322314049584,4.958677685950417,历史1/2次成功; 当前距低点4.96%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
