rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.23095274913797,87.48821995369887,688075,安旭生物,bottom_area,2023-01-04,86.35,2022-12-30,83.88,2.9446828803051965,3.6003814973772177,29.441453566621806,False,0.8997,4.5747,4,4,4,100.0,31.086542584917854,40.134529147982065,12.055317119694802,2.9446828803051965,历史4/4次成功; 当前距低点2.94%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
2,91.05402218630289,81.24937661141325,000411,英特集团,bottom_area,2023-01-04,11.73,2022-12-30,11.57,1.3828867761452044,4.1486603284356125,31.497927767910006,False,-2.25,2.7467,2,2,2,100.0,34.206228285076975,47.98426745329401,13.617113223854796,1.3828867761452044,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
3,83.87877468919392,77.8943954585217,002395,双象股份,bottom_area,2023-01-04,9.99,2023-01-03,9.65,3.523316062176164,4.663212435233153,29.355783308931183,False,0.402,0.8913,1,1,1,100.0,36.59976387249114,36.59976387249114,11.476683937823836,3.523316062176164,历史1/1次成功; 当前距低点3.52%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
4,81.90617145920802,76.82263107247893,002838,道恩股份,bottom_area,2023-01-04,18.21,2022-12-30,17.5,4.057142857142862,4.285714285714286,30.223285486443373,False,0.5522,2.5921,2,2,2,100.0,20.71460638045511,24.95606326889279,10.942857142857138,4.057142857142862,历史2/2次成功; 当前距低点4.06%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
5,80.81665068705685,77.10914549723493,000980,众泰汽车,bottom_area,2023-01-04,4.43,2022-12-29,4.22,4.976303317535544,6.16113744075831,30.247933884297524,False,0.4535,2.3905,2,2,2,100.0,33.52213473772031,43.49775784753364,10.023696682464456,4.976303317535544,历史2/2次成功; 当前距低点4.98%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
6,80.13010197694685,74.2707697768516,688167,炬光科技,bottom_area,2023-01-04,93.73,2023-01-03,90.63,3.420500937879299,6.675493765861207,29.028974158183246,False,-0.9615,2.7019,2,2,2,100.0,21.66404255492686,23.41569581359622,11.5794990621207,3.420500937879299,历史2/2次成功; 当前距低点3.42%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
7,78.6670578382218,74.38976089203268,000721,西安饮食,bottom_area,2023-01-04,16.27,2023-01-03,15.57,4.495825305073856,7.707129094412327,30.33557046979866,True,3.1052,26.2701,1,1,1,100.0,20.485175202156327,20.485175202156327,10.504174694926144,4.495825305073856,历史1/1次成功; 当前距低点4.50%; 最新日涨幅3.11%; 状态bottom_area; 底部已确认
8,75.28734754249689,69.87523216755582,000597,东北制药,bottom_area,2023-01-04,6.52,2022-12-30,6.3,3.492063492063488,10.158730158730169,32.25806451612904,True,-4.8175,5.7859,1,1,1,100.0,16.59751037344398,16.59751037344398,11.507936507936511,3.492063492063488,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-4.82%; 状态bottom_area; 底部已确认
9,75.2566192555104,70.2171921641791,000919,金陵药业,bottom_area,2023-01-04,7.97,2022-12-29,7.68,3.776041666666667,4.947916666666677,31.12107623318386,False,-0.8706,2.4508,1,1,1,100.0,20.8955223880597,20.8955223880597,11.223958333333332,3.776041666666667,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
10,73.35710275708301,69.43579276156669,001332,锡装股份,bottom_area,2023-01-04,58.62,2022-12-23,56.07,4.547886570358475,5.796326021045122,32.874416377349455,False,-0.4754,2.6455,1,1,1,100.0,26.155774956903304,26.155774956903304,10.452113429641525,4.547886570358475,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
11,61.825794379692745,55.564267879985096,002607,中公教育,bottom_area,2023-01-04,4.61,2023-01-03,4.53,1.766004415011039,3.532008830022078,27.635782747603827,False,0.655,3.2963,1,5,1,20.0,18.337408312958438,18.337408312958438,13.23399558498896,1.766004415011039,历史1/5次成功; 当前距低点1.77%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
12,56.43428770394608,52.60197530642642,000650,仁和药业,bottom_area,2023-01-04,6.41,2022-12-27,6.18,3.721682847896447,7.281553398058256,27.20848056537103,False,-1.0802,4.7539,1,2,1,50.0,17.19038817005545,17.19038817005545,11.278317152103552,3.721682847896447,历史1/2次成功; 当前距低点3.72%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
