rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.51929443528269,79.32925301156597,605258,协和电子,bottom_area,2022-09-14,22.79,2022-09-14,22.31,2.151501568803229,2.151501568803229,29.17460317460318,False,-0.1752,1.6621,1,1,1,100.0,49.971379507727534,49.971379507727534,17.84849843119677,2.151501568803229,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
2,88.47430027343925,78.12507033293276,688058,宝兰德,bottom_area,2022-09-14,41.7,2022-08-31,40.42,3.166749134092036,7.397328055418097,31.49152542372881,True,0.5061,1.2297,1,1,1,100.0,24.27558257345491,24.27558257345491,16.833250865907964,3.166749134092036,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
3,85.82638158655115,74.54791477549796,002012,凯恩股份,bottom_area,2022-09-14,5.42,2022-09-14,5.3,2.264150943396228,3.0188679245283048,29.80132450331126,False,-0.7326,2.7135,1,1,1,100.0,25.646123260437374,25.646123260437374,17.735849056603772,2.264150943396228,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
4,84.48843935108056,70.90798839458412,002110,三钢闽光,bottom_area,2022-09-14,5.19,2022-08-31,5.17,0.38684719535784257,2.7079303675048294,30.41722745625841,False,-1.1429,0.3019,1,1,1,100.0,22.90322580645161,22.90322580645161,19.61315280464216,0.38684719535784257,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
5,67.122737142972,57.15643126427015,002115,三维通信,bottom_area,2022-09-14,5.15,2022-09-14,5.09,1.1787819253438212,5.108055009823179,27.801418439716315,False,-4.0968,12.8926,1,2,1,50.0,20.720720720720706,20.720720720720706,18.82121807465618,1.1787819253438212,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-4.10%; 状态bottom_area; 底部未确认
6,65.57730925212235,55.147031243998214,688165,埃夫特,bottom_area,2022-09-14,8.1,2022-09-02,8.06,0.49627791563274376,7.071960297766752,28.4826974267968,True,-1.3398,0.4648,1,2,1,50.0,21.98142414860681,21.98142414860681,19.503722084367258,0.49627791563274376,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
7,64.29234583780587,56.3976381003188,002617,露笑科技,bottom_area,2022-09-14,11.73,2022-09-02,11.41,2.804557405784402,9.02716914986853,28.99813316739266,True,-1.841,1.8247,1,3,1,33.33333333333333,36.60589060308556,36.60589060308556,17.1954425942156,2.804557405784402,历史1/3次成功; 当前距低点2.80%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
8,62.379999999999995,51.983333333333334,600992,贵绳股份,bottom_area,2022-09-14,28.29,2022-09-14,28.29,0.0,9.968186638388124,27.08762886597938,False,-9.9905,23.3141,1,3,1,33.33333333333333,61.79906542056074,61.79906542056074,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
9,61.668114908433765,51.791866228476124,601966,玲珑轮胎,bottom_area,2022-09-14,21.27,2022-09-09,21.18,0.4249291784702543,5.9962228517469285,30.099009900990104,False,-3.0096,0.6563,1,2,1,50.0,22.476907287033857,22.476907287033857,19.575070821529746,0.4249291784702543,历史1/2次成功; 当前距低点0.42%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
10,58.77535887162066,51.838113090297135,603033,三维股份,bottom_area,2022-09-14,17.62,2022-09-09,17.09,3.1012287887653667,6.143943826799302,27.584745762711872,False,-1.7289,0.1787,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,16.898771211234635,3.1012287887653667,历史1/3次成功; 当前距低点3.10%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
