rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.27341814172556,84.06163520237638,688075,安旭生物,bottom_area,2023-06-13,66.61,2023-05-10,64.65,3.031709203402929,7.764887857695276,30.37906525953047,True,-0.8189,1.0137,5,5,5,100.0,27.010388097500325,40.134529147982065,6.968290796597071,3.031709203402929,历史5/5次成功; 当前距低点3.03%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
2,86.07481138896021,80.71531450577665,600935,华塑股份,bottom_area,2023-06-13,3.75,2023-05-31,3.69,1.6260162601626031,3.2520325203252063,27.788649706457928,False,0.5362,0.1952,1,1,1,100.0,28.50877192982458,28.50877192982458,8.373983739837398,1.6260162601626031,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
3,84.76280308882123,78.93700711527639,300363,博腾股份,bottom_area,2023-06-13,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,-0.403,0.9673,1,1,1,100.0,36.97403760071621,36.97403760071621,8.736770228747009,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
4,84.00918001095258,77.84993127189898,300601,康泰生物,bottom_area,2023-06-13,25.14,2023-06-12,24.89,1.004419445560466,3.0534351145038086,27.603257707969753,False,-0.8675,1.0112,2,2,2,100.0,11.290363482671175,11.580726965342352,8.995580554439535,1.004419445560466,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
5,83.33850891930749,80.39681377924967,000301,东方盛虹,bottom_area,2023-06-13,11.26,2023-06-09,10.92,3.1135531135531123,4.853479853479847,27.586206896551722,False,-0.6178,0.2366,4,4,4,100.0,17.503843430918035,28.337639965546952,6.886446886446889,3.1135531135531123,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
6,82.68934023332353,76.78976773300828,600256,广汇能源,bottom_area,2023-06-13,7.25,2023-06-01,7.17,1.115760111576012,5.718270571827059,29.49852507374631,False,-1.8945,1.177,1,1,1,100.0,23.62204724409449,23.62204724409449,8.88423988842399,1.115760111576012,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
7,81.78192341092914,76.3879955611042,688289,圣湘生物,bottom_area,2023-06-13,17.15,2023-06-12,16.91,1.419278533412173,2.069781194559441,31.399594320486813,False,-0.1746,0.3553,1,1,1,100.0,25.182530200451346,25.182530200451346,8.580721466587828,1.419278533412173,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
8,81.59208584056479,77.28501295634882,600955,维远股份,bottom_area,2023-06-13,18.5,2023-06-12,18.11,2.1535063500828304,2.7609055770292654,28.924646781789644,False,-0.4841,0.2453,2,2,2,100.0,22.33874964805201,25.969084423305596,7.8464936499171705,2.1535063500828304,历史2/2次成功; 当前距低点2.15%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
9,81.57706595585162,78.42338533559463,601388,怡球资源,bottom_area,2023-06-13,2.81,2023-05-30,2.73,2.9304029304029333,4.3956043956043995,27.777777777777775,False,0.7168,0.6089,2,2,2,100.0,15.509161381254394,18.333333333333325,7.069597069597067,2.9304029304029333,历史2/2次成功; 当前距低点2.93%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
10,80.69322178624141,75.7858848934085,688176,亚虹医药,bottom_area,2023-06-13,11.32,2023-06-09,11.13,1.7070979335130232,4.761904761904756,31.211372064276876,False,-2.1608,1.5843,1,1,1,100.0,25.473484848484844,25.473484848484844,8.292902066486977,1.7070979335130232,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
11,80.56830391767996,79.70720119014103,688079,美迪凯,bottom_area,2023-06-13,10.83,2023-06-13,10.37,4.435872709739642,5.014464802314382,27.482517482517494,False,1.4995,3.6072,3,3,3,100.0,24.19887617391081,30.064655172413808,5.564127290260359,4.435872709739642,历史3/3次成功; 当前距低点4.44%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
12,80.10458444126641,79.89518174717102,002690,美亚光电,bottom_area,2023-06-13,24.8,2023-05-15,23.65,4.862579281183941,8.668076109936578,28.765060240963862,True,0.895,0.5301,3,3,3,100.0,21.246572625109707,27.355278093076052,5.13742071881606,4.862579281183941,历史3/3次成功; 当前距低点4.86%; 最新日涨幅0.90%; 状态bottom_area; 底部已确认
13,79.59387787994653,74.85880383320584,002041,登海种业,bottom_area,2023-06-13,15.43,2023-06-07,15.16,1.7810026385224245,3.8918205804749335,28.49056603773585,False,-0.8992,0.4101,1,1,1,100.0,21.395106715252467,21.395106715252467,8.218997361477577,1.7810026385224245,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
14,79.1474027228928,75.7372440885397,300753,爱朋医疗,bottom_area,2023-06-13,19.1,2023-06-06,18.6,2.6881720430107525,7.526881720430099,32.017543859649116,True,-0.5208,15.2081,1,1,1,100.0,28.044496487119456,28.044496487119456,7.311827956989248,2.6881720430107525,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
15,78.84695269017446,74.80037502489336,600995,南网储能,bottom_area,2023-06-13,10.98,2023-06-07,10.74,2.2346368715083815,3.910614525139664,32.7909887359199,False,-0.6335,0.7533,1,1,1,100.0,26.64165103189493,26.64165103189493,7.765363128491619,2.2346368715083815,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
16,77.91409173179765,73.53054029135167,601669,中国电建,bottom_area,2023-06-13,5.72,2023-06-07,5.61,1.9607843137254801,3.208556149732615,29.78723404255319,False,-0.5217,0.8202,1,1,1,100.0,16.457680250783696,16.457680250783696,8.03921568627452,1.9607843137254801,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
17,77.83834132958708,74.88857079896569,002768,国恩股份,bottom_area,2023-06-13,23.56,2023-06-12,22.88,2.9720279720279708,3.8898601398601427,27.48019017432647,False,0.3835,0.6962,1,1,1,100.0,13.681691264459511,13.681691264459511,7.027972027972029,2.9720279720279708,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
18,77.432917802768,72.89732699286698,000703,恒逸石化,bottom_area,2023-06-13,6.67,2023-06-12,6.55,1.8320610687022918,2.5954198473282433,27.222222222222225,False,-0.299,0.2246,1,1,1,100.0,11.475409836065575,11.475409836065575,8.167938931297709,1.8320610687022918,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
19,76.98674891309086,71.32652097511895,300762,上海瀚讯,bottom_area,2023-06-13,11.19,2023-06-13,11.08,0.9927797833934967,2.256317689530686,29.784537389100123,False,-0.6217,1.2874,1,1,1,100.0,32.580961727183514,32.580961727183514,9.007220216606504,0.9927797833934967,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
20,76.05461334744452,69.9317041404782,000723,美锦能源,bottom_area,2023-06-13,6.75,2023-06-13,6.71,0.5961251862891213,7.898658718330854,29.219409282700425,False,-7.5342,3.0557,1,1,1,100.0,30.434782608695667,30.434782608695667,9.403874813710878,0.5961251862891213,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
21,75.88218837724192,75.07704679444313,600009,上海机场,bottom_area,2023-06-13,46.81,2023-06-06,44.82,4.439982150825529,5.689424364123153,29.83719474013776,False,-0.2132,0.3804,3,3,3,100.0,21.829065044759854,27.704918032786885,5.560017849174472,4.439982150825529,历史3/3次成功; 当前距低点4.44%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
22,75.27765046070068,68.90150741241176,002378,章源钨业,bottom_area,2023-06-13,5.63,2023-06-12,5.61,0.35650623885917243,1.9607843137254801,27.892030848329046,False,-0.8803,0.5588,1,1,1,100.0,11.743772241992884,11.743772241992884,9.643493761140828,0.35650623885917243,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
23,74.64340949636644,71.827884406062,002481,双塔食品,bottom_area,2023-06-13,4.49,2023-06-12,4.36,2.9816513761467864,5.963302752293573,29.677419354838708,False,-2.1786,0.6395,1,1,1,100.0,19.817470664928287,19.817470664928287,7.018348623853214,2.9816513761467864,历史1/1次成功; 当前距低点2.98%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
24,74.15489675219997,72.68283924843422,002084,海鸥住工,bottom_area,2023-06-13,3.95,2023-06-01,3.8,3.947368421052641,5.000000000000011,27.06333973128599,False,0.2538,0.8218,1,1,1,100.0,13.778705636743219,13.778705636743219,6.052631578947359,3.947368421052641,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
25,71.02595399700577,66.72401117147638,600409,三友化工,bottom_area,2023-06-13,5.32,2023-05-31,5.23,1.7208413001912017,5.927342256214141,29.324324324324323,False,-0.5607,0.556,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,8.279158699808798,1.7208413001912017,历史2/3次成功; 当前距低点1.72%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
26,67.6695398249602,64.9211611493032,600984,建设机械,bottom_area,2023-06-13,4.37,2023-06-12,4.25,2.8235294117647083,4.70588235294118,32.0,False,-0.2283,0.6246,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,7.176470588235293,2.8235294117647083,历史2/3次成功; 当前距低点2.82%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
27,67.3744485620042,66.77906891146822,000572,海马汽车,confirmed_rebound,2023-06-13,4.15,2023-05-26,3.97,4.53400503778338,10.579345088161196,32.59762308998301,True,-0.4796,0.8771,1,1,1,100.0,12.723658051689855,12.723658051689855,5.46599496221662,4.53400503778338,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-0.48%; 状态confirmed_rebound; 底部已确认
