rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.04921315075,84.43331166726347,000411,英特集团,bottom_area,2023-01-11,11.75,2023-01-05,11.54,1.819757365684583,2.772963604852689,31.675547661338076,False,1.1188,2.2569,2,2,2,100.0,34.206228285076975,47.98426745329401,6.180242634315417,1.819757365684583,历史2/2次成功; 当前距低点1.82%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
2,84.73334363438858,84.87877789361302,688075,安旭生物,bottom_area,2023-01-11,87.31,2022-12-30,83.88,4.089175011921801,5.996661897949453,29.441453566621806,False,1.4879,5.2401,4,4,4,100.0,31.086542584917854,40.134529147982065,3.9108249880781987,4.089175011921801,历史4/4次成功; 当前距低点4.09%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
3,81.19518111483399,78.2565671641791,000919,金陵药业,bottom_area,2023-01-11,7.84,2022-12-29,7.68,2.0833333333333353,4.947916666666677,31.12107623318386,False,0.5128,1.9097,1,1,1,100.0,20.8955223880597,20.8955223880597,5.916666666666664,2.0833333333333353,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
4,80.6861388497989,78.97732318982267,300434,金石亚药,bottom_area,2023-01-11,12.83,2023-01-10,12.47,2.8869286287088967,5.052125100240569,28.250863060989634,False,0.3912,4.7571,2,2,2,100.0,17.954411092897637,26.7379679144385,5.113071371291103,2.8869286287088967,历史2/2次成功; 当前距低点2.89%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
5,80.20866279764965,74.35043567113424,002838,道恩股份,bottom_area,2023-01-11,17.22,2023-01-11,17.21,0.05810575246948292,1.859384079023825,31.37958532695374,False,-1.4874,1.295,2,2,2,100.0,20.71460638045511,24.95606326889279,7.941894247530517,0.05810575246948292,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
6,79.87565726391071,75.35439364519878,000650,仁和药业,bottom_area,2023-01-11,6.24,2022-12-27,6.18,0.9708737864077751,7.281553398058256,27.20848056537103,False,0.3215,2.1159,2,2,2,100.0,14.827881065637138,17.19038817005545,7.0291262135922254,0.9708737864077751,历史2/2次成功; 当前距低点0.97%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
7,77.40960417323235,72.68367006992065,002395,双象股份,bottom_area,2023-01-11,9.72,2023-01-03,9.65,0.7253886010362723,6.321243523316056,29.355783308931183,False,-1.9173,0.9684,1,1,1,100.0,36.59976387249114,36.59976387249114,7.274611398963728,0.7253886010362723,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
8,77.2202919564539,76.1829076816401,002116,中国海诚,confirmed_rebound,2023-01-11,10.34,2022-12-30,10.01,3.2967032967032974,8.6913086913087,30.340988169798187,True,-0.5769,0.8538,3,3,3,100.0,14.781673108191493,18.51179673321235,4.703296703296703,3.2967032967032974,历史3/3次成功; 当前距低点3.30%; 最新日涨幅-0.58%; 状态confirmed_rebound; 底部已确认
9,76.79266178379616,73.39425898203592,000059,华锦股份,bottom_area,2023-01-11,6.79,2022-12-23,6.68,1.6467065868263524,5.988023952095814,27.233115468409586,False,-0.1471,1.1395,1,1,1,100.0,11.874999999999996,11.874999999999996,6.353293413173648,1.6467065868263524,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
10,76.63459994724073,75.98085165837236,000980,众泰汽车,confirmed_rebound,2023-01-11,4.37,2022-12-29,4.22,3.5545023696682554,10.4265402843602,30.247933884297524,True,-2.8889,2.011,2,2,2,100.0,33.52213473772031,43.49775784753364,4.445497630331745,3.5545023696682554,历史2/2次成功; 当前距低点3.55%; 最新日涨幅-2.89%; 状态confirmed_rebound; 底部已确认
11,75.28953681716605,69.87526029963227,600158,中体产业,bottom_area,2023-01-11,8.27,2023-01-11,8.26,0.12106537530266086,2.0581113801452777,29.8811544991511,False,-1.5476,1.593,1,1,1,100.0,14.092953523238386,14.092953523238386,7.878934624697339,0.12106537530266086,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
12,74.7589735154118,69.44796947678071,300485,赛升药业,bottom_area,2023-01-11,11.8,2023-01-11,11.78,0.16977928692700636,2.3769100169779387,27.328809376927833,False,-1.3378,2.6308,1,1,1,100.0,12.392829306313327,12.392829306313327,7.830220713072994,0.16977928692700636,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
13,73.99085577307486,68.87802382428725,002420,毅昌科技,bottom_area,2023-01-11,7.21,2023-01-11,7.19,0.2781641168289231,2.225312934631422,32.74087932647333,False,-0.5517,4.5444,1,1,1,100.0,10.657193605683846,10.657193605683846,7.721835883171077,0.2781641168289231,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
14,69.49058105924254,70.4179212086419,603318,水发燃气,bottom_area,2023-01-11,8.93,2022-12-30,8.53,4.689331770222747,6.916764361078545,30.819140308191407,False,0.7901,2.6992,1,1,1,100.0,10.696761530912658,10.696761530912658,3.3106682297772534,4.689331770222747,历史1/1次成功; 当前距低点4.69%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
