rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.24972484408775,82.7371304260019,300387,富邦科技,bottom_area,2022-04-18,8.31,2022-04-18,8.16,1.8382352941176512,5.147058823529411,29.043478260869566,False,-1.0714,6.8434,2,2,2,100.0,47.78659621822667,50.883392226148395,6.161764705882349,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
2,82.1569894915229,76.07128656622491,000620,盈新发展,bottom_area,2022-04-18,3.19,2022-04-18,3.19,0.0,3.448275862068962,28.31460674157304,False,-9.887,4.7904,3,3,3,100.0,35.0606804635748,58.4192439862543,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
3,79.57172188847598,76.9717860056195,000863,三湘印象,bottom_area,2022-04-18,3.6,2022-04-18,3.52,2.2727272727272747,6.818181818181812,32.95238095238095,False,-1.9074,3.8614,2,2,2,100.0,22.116151545363905,25.588235294117638,5.727272727272725,2.2727272727272747,历史2/2次成功; 当前距低点2.27%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
4,79.07801326752472,74.3129106029106,002482,广田集团,bottom_area,2022-04-18,2.62,2022-04-15,2.6,0.7692307692307698,3.8461538461538494,29.347826086956523,False,0.0,1.9124,1,1,1,100.0,23.423423423423422,23.423423423423422,7.230769230769231,0.7692307692307698,历史1/1次成功; 当前距低点0.77%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,77.13872197153768,75.21462686567165,000889,中嘉博创,bottom_area,2022-04-18,3.44,2022-04-18,3.35,2.6865671641791002,2.9850746268656745,32.86573146292585,False,-0.2899,2.7973,1,1,1,100.0,34.408602150537625,34.408602150537625,5.3134328358209,2.6865671641791002,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
6,76.38489735785119,77.82406470744245,300648,星云股份,bottom_area,2022-04-18,35.69,2022-04-18,34.0,4.970588235294111,5.88235294117647,29.911358482787055,False,0.7907,1.5037,3,3,3,100.0,20.62906389200542,26.78362573099414,3.0294117647058894,4.970588235294111,历史3/3次成功; 当前距低点4.97%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
7,76.19169186868902,75.77199490243164,605589,圣泉集团,bottom_area,2022-04-18,25.42,2022-04-18,24.51,3.7127702978376176,4.447164422684618,30.369318181818183,False,1.0736,2.0259,2,2,2,100.0,10.844683771513038,11.515151515151507,4.287229702162382,3.7127702978376176,历史2/2次成功; 当前距低点3.71%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
8,75.58892932021446,71.81299912158067,002800,天顺股份,bottom_area,2022-04-18,15.93,2022-04-18,15.72,1.335877862595414,6.743002544529266,27.6576161988035,False,-6.6237,10.6308,1,1,1,100.0,9.778498109130192,9.778498109130192,6.664122137404586,1.335877862595414,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
9,75.56974640861787,73.04225258887583,600982,宁波能源,bottom_area,2022-04-18,5.04,2022-04-18,4.93,2.2312373225152196,4.462474645030439,28.757225433526013,False,-1.1765,3.8854,1,1,1,100.0,17.147707979626496,17.147707979626496,5.76876267748478,2.2312373225152196,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
10,75.5484815085769,74.48220987250733,300386,飞天诚信,bottom_area,2022-04-18,11.4,2022-04-18,11.04,3.2608695652174022,4.166666666666675,27.368421052631582,False,0.2639,1.6178,1,1,1,100.0,15.037593984962406,15.037593984962406,4.739130434782598,3.2608695652174022,历史1/1次成功; 当前距低点3.26%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
11,75.11479027490117,76.4547572409347,300490,华自科技,bottom_area,2022-04-18,12.37,2022-04-18,11.79,4.919423240033928,5.004240882103492,31.572838073128274,False,2.147,1.8963,2,2,2,100.0,29.306678646301293,32.06349206349206,3.080576759966072,4.919423240033928,历史2/2次成功; 当前距低点4.92%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
12,74.99727138708958,73.6580343980344,002428,云南锗业,bottom_area,2022-04-18,11.44,2022-04-18,11.1,3.063063063063062,3.5135135135135185,27.922077922077925,False,0.5272,1.2595,1,1,1,100.0,8.181818181818185,8.181818181818185,4.936936936936938,3.063063063063062,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
13,74.86300970100264,74.64564316894217,002825,纳尔股份,bottom_area,2022-04-18,15.11,2022-04-18,14.55,3.8487972508590977,4.948453608247415,31.14055844770468,False,0.5323,2.6684,1,1,1,100.0,23.123123123123136,23.123123123123136,4.151202749140903,3.8487972508590977,历史1/1次成功; 当前距低点3.85%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
14,74.38372820151633,73.92384724186705,002530,金财互联,bottom_area,2022-04-18,7.33,2022-04-18,7.07,3.677510608203674,3.9603960396039515,27.78345250255362,False,0.411,3.376,1,1,1,100.0,17.142857142857135,17.142857142857135,4.322489391796326,3.677510608203674,历史1/1次成功; 当前距低点3.68%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
15,74.31367923879178,73.61496096522356,300424,航新科技,bottom_area,2022-04-18,11.8,2022-04-18,11.4,3.5087719298245648,3.7719298245614006,27.848101265822784,False,1.0274,0.9342,1,1,1,100.0,13.413768630234213,13.413768630234213,4.491228070175436,3.5087719298245648,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
16,73.9846189287201,74.89964912492609,300339,润和软件,bottom_area,2022-04-18,16.24,2022-04-18,15.52,4.639175257731951,4.8969072164948555,30.403587443946194,False,2.1384,2.7953,2,2,2,100.0,17.510584476101712,25.615763546798025,3.360824742268049,4.639175257731951,历史2/2次成功; 当前距低点4.64%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
17,73.93731776112904,74.72479556085396,002584,西陇科学,confirmed_rebound,2022-04-18,8.73,2022-04-14,8.35,4.550898203592824,10.77844311377246,27.20139494333044,True,-0.3425,5.9382,2,2,2,100.0,38.983029381965565,68.08510638297875,3.4491017964071764,4.550898203592824,历史2/2次成功; 当前距低点4.55%; 最新日涨幅-0.34%; 状态confirmed_rebound; 底部已确认
18,73.87701194936707,70.09204169769173,000927,中国铁物,confirmed_rebound,2022-04-18,3.2,2022-04-18,3.16,1.2658227848101276,10.443037974683547,30.242825607064017,False,-8.8319,6.8018,1,1,1,100.0,9.88235294117647,9.88235294117647,6.734177215189872,1.2658227848101276,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-8.83%; 状态confirmed_rebound; 底部未确认
19,73.33299334978834,72.72810936153162,688062,迈威生物,bottom_area,2022-04-18,17.41,2022-04-18,16.81,3.569303985722793,4.104699583581209,27.823100042936886,False,0.288,1.9562,1,1,1,100.0,9.387755102040819,9.387755102040819,4.430696014277207,3.569303985722793,历史1/1次成功; 当前距低点3.57%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
20,72.73065517714927,71.45093690423757,002728,特一药业,confirmed_rebound,2022-04-18,13.4,2022-04-15,13.0,3.0769230769230793,9.230769230769226,27.252378287632904,False,-2.687,3.1023,2,2,2,100.0,12.507104944205294,14.169139465875372,4.923076923076921,3.0769230769230793,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-2.69%; 状态confirmed_rebound; 底部未确认
21,72.50996019444361,72.63760083405953,000856,冀东装备,bottom_area,2022-04-18,8.65,2022-04-18,8.31,4.091456077015642,5.415162454873637,27.29658792650918,False,0.1157,3.7047,1,1,1,100.0,15.301724137931036,15.301724137931036,3.908543922984358,4.091456077015642,历史1/1次成功; 当前距低点4.09%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
22,72.42118238287235,70.91969074844073,002235,安妮股份,bottom_area,2022-04-18,4.95,2022-04-18,4.81,2.9106029106029228,6.6528066528066585,28.101644245142015,False,-6.0721,9.4112,1,1,1,100.0,24.27884615384615,24.27884615384615,5.089397089397077,2.9106029106029228,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
23,72.16801228834849,72.05879657050033,688185,康希诺,bottom_area,2022-04-18,189.49,2022-04-18,182.34,3.9212460239113773,6.2410880772183805,32.46166382695015,False,-0.3261,2.4773,2,2,2,100.0,15.909879059238028,19.236097367900253,4.078753976088622,3.9212460239113773,历史2/2次成功; 当前距低点3.92%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
24,71.96692495374137,70.99330251919243,000788,北大医药,bottom_area,2022-04-18,9.1,2022-04-18,8.81,3.2917139614074817,4.426787741203164,31.65244375484872,False,-2.1505,4.5639,1,1,1,100.0,19.13123844731978,19.13123844731978,4.708286038592519,3.2917139614074817,历史1/1次成功; 当前距低点3.29%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
25,71.939936061149,71.07070042685564,300663,科蓝软件,bottom_area,2022-04-18,15.96,2022-04-18,15.44,3.367875647668403,4.663212435233165,27.341176470588234,False,-1.2987,2.6587,1,1,1,100.0,20.480951094298856,20.480951094298856,4.632124352331597,3.367875647668403,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
26,71.86725124871936,71.10239002960198,603123,翠微股份,bottom_area,2022-04-18,15.32,2022-04-18,14.81,3.4436191762322736,6.347062795408505,31.435185185185187,False,-3.038,5.6938,2,2,2,100.0,15.128181459201945,16.108452950558224,4.556380823767727,3.4436191762322736,历史2/2次成功; 当前距低点3.44%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
27,71.85890717970383,72.01382768295458,300702,天宇股份,bottom_area,2022-04-18,35.7,2022-04-18,34.29,4.111986001749792,6.328375619714207,32.01823949246629,False,0.5634,0.6282,1,1,1,100.0,12.199762187871588,12.199762187871588,3.888013998250208,4.111986001749792,历史1/1次成功; 当前距低点4.11%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
28,71.85468214159538,72.04219867786693,688225,亚信安全,bottom_area,2022-04-18,20.9,2022-04-18,20.07,4.135525660189328,6.128550074738418,29.106322854115152,False,2.3506,2.9931,1,1,1,100.0,12.640845070422536,12.640845070422536,3.8644743398106716,4.135525660189328,历史1/1次成功; 当前距低点4.14%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
29,71.5302327976426,72.41201299441467,300364,中文在线,bottom_area,2022-04-18,10.38,2022-04-18,9.92,4.637096774193557,6.350806451612911,30.53221288515406,False,3.1809,6.2844,1,1,1,100.0,20.7773851590106,20.7773851590106,3.3629032258064435,4.637096774193557,历史1/1次成功; 当前距低点4.64%; 最新日涨幅3.18%; 状态bottom_area; 底部未确认
30,71.08412682018904,71.62469052224371,002014,永新股份,bottom_area,2022-04-18,6.89,2022-04-18,6.6,4.3939393939393945,4.848484848484853,31.606217616580317,False,1.3235,0.6035,1,1,1,100.0,13.563829787234038,13.563829787234038,3.6060606060606055,4.3939393939393945,历史1/1次成功; 当前距低点4.39%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
31,70.95349403217546,71.33244766037117,002178,延华智能,bottom_area,2022-04-18,5.12,2022-04-18,4.91,4.2769857433808545,4.684317718940927,31.232492997198875,False,1.3861,3.1153,1,1,1,100.0,10.559006211180119,10.559006211180119,3.7230142566191455,4.2769857433808545,历史1/1次成功; 当前距低点4.28%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
32,69.31199922734538,70.60969084283532,002218,拓日新能,bottom_area,2022-04-18,4.44,2022-04-18,4.23,4.964539007092197,5.200945626477535,28.30508474576271,False,1.8349,1.3001,1,1,1,100.0,15.10128913443831,15.10128913443831,3.0354609929078027,4.964539007092197,历史1/1次成功; 当前距低点4.96%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
33,69.08951235888318,70.3747949695705,001266,宏英智能,bottom_area,2022-04-18,37.89,2022-04-15,36.1,4.958448753462601,5.81717451523546,30.45655942978231,False,2.3501,8.4438,1,1,1,100.0,13.763753373468953,13.763753373468953,3.0415512465373986,4.958448753462601,历史1/1次成功; 当前距低点4.96%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
34,66.97910255089995,67.87091660691172,603026,石大胜华,bottom_area,2022-04-18,112.33,2022-04-18,107.3,4.687791239515379,5.041938490214349,30.41504539559014,False,-0.5841,2.1129,1,1,1,100.0,19.457422758100996,19.457422758100996,3.312208760484621,4.687791239515379,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
