rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.17803168248719,84.17803397372748,688075,安旭生物,bottom_area,2023-01-10,86.03,2022-12-30,83.88,2.5631855030996733,3.93419170243206,29.441453566621806,False,-0.3706,1.9623,4,4,4,100.0,31.086542584917854,40.134529147982065,7.436814496900328,2.5631855030996733,历史4/4次成功; 当前距低点2.56%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
2,81.86265548775748,75.41176920625828,000411,英特集团,bottom_area,2023-01-10,11.62,2023-01-05,11.54,0.6932409012131723,2.253032928942821,31.675547661338076,False,-0.5988,1.339,2,2,2,100.0,34.206228285076975,47.98426745329401,9.306759098786827,0.6932409012131723,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
3,80.35886555683125,75.26406716417911,000919,金陵药业,bottom_area,2023-01-10,7.8,2022-12-29,7.68,1.5625000000000013,4.947916666666677,31.12107623318386,False,-1.3906,1.4569,1,1,1,100.0,20.8955223880597,20.8955223880597,8.4375,1.5625000000000013,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
4,79.93981455855301,74.53595763035247,600158,中体产业,bottom_area,2023-01-10,8.4,2022-12-23,8.29,1.3268998793727529,6.031363088057902,29.626485568760614,False,-0.7092,1.3648,1,1,1,100.0,14.092953523238386,14.092953523238386,8.673100120627247,1.3268998793727529,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
5,79.37773431118312,73.03904804755913,002838,道恩股份,bottom_area,2023-01-10,17.48,2023-01-10,17.37,0.6332757628094382,2.9360967184801265,30.741626794258366,False,-1.632,1.7689,2,2,2,100.0,20.71460638045511,24.95606326889279,9.366724237190564,0.6332757628094382,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
6,78.99950802810136,75.60455089893621,002395,双象股份,bottom_area,2023-01-10,9.91,2023-01-03,9.65,2.6943005181347126,6.321243523316056,29.355783308931183,False,-1.8812,1.0132,1,1,1,100.0,36.59976387249114,36.59976387249114,7.305699481865288,2.6943005181347126,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
7,78.3464951442006,76.71627431500673,002116,中国海诚,bottom_area,2023-01-10,10.4,2022-12-30,10.01,3.8961038961039014,8.6913086913087,30.340988169798187,True,-1.4218,1.1805,3,3,3,100.0,14.781673108191493,18.51179673321235,6.103896103896099,3.8961038961039014,历史3/3次成功; 当前距低点3.90%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
8,78.13232117221008,71.9122577228687,000650,仁和药业,bottom_area,2023-01-10,6.22,2022-12-27,6.18,0.647249190938512,7.281553398058256,27.20848056537103,False,-1.1129,2.2644,2,2,2,100.0,14.827881065637138,17.19038817005545,9.352750809061488,0.647249190938512,历史2/2次成功; 当前距低点0.65%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
9,77.65097970676294,73.05294161676646,000059,华锦股份,bottom_area,2023-01-10,6.8,2022-12-23,6.68,1.7964071856287442,5.988023952095814,27.233115468409586,False,-2.2989,1.1006,1,1,1,100.0,11.874999999999996,11.874999999999996,8.203592814371257,1.7964071856287442,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
10,74.82555147488983,68.56486958960456,002420,毅昌科技,bottom_area,2023-01-10,7.25,2023-01-10,7.22,0.4155124653739647,2.493074792243776,32.46024321796071,False,-1.6282,4.6183,1,1,1,100.0,10.657193605683846,10.657193605683846,9.584487534626037,0.4155124653739647,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
11,69.59260230108914,68.10896458496077,603318,水发燃气,bottom_area,2023-01-10,8.86,2022-12-30,8.53,3.868698710433764,6.916764361078545,30.819140308191407,False,-2.3153,2.9483,1,1,1,100.0,10.696761530912658,10.696761530912658,6.131301289566236,3.868698710433764,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
12,64.38639241459768,61.37525882438711,300434,金石亚药,bottom_area,2023-01-10,12.78,2023-01-10,12.47,2.4859663191659878,3.8492381716118573,28.250863060989634,False,0.1567,3.7101,1,2,1,50.0,26.7379679144385,26.7379679144385,7.514033680834014,2.4859663191659878,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
