rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.70576689647247,84.90087421047245,000301,东方盛虹,bottom_area,2022-10-26,13.33,2022-10-26,13.18,1.1380880121396082,3.641881638846741,30.00531067445565,False,-1.1128,1.6381,4,4,4,100.0,17.503843430918035,28.337639965546952,6.861911987860392,1.1380880121396082,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
2,80.08882171177757,78.46580282445798,600346,恒力石化,bottom_area,2022-10-26,15.78,2022-10-25,15.33,2.935420743639917,3.848662752772341,28.994905048633623,False,1.2837,0.2997,2,2,2,100.0,15.798721075037673,23.443421765024375,5.064579256360083,2.935420743639917,历史2/2次成功; 当前距低点2.94%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
3,78.69956850807381,76.28677740863785,000509,华塑控股,bottom_area,2022-10-26,3.87,2022-10-25,3.78,2.3809523809523894,4.761904761904766,27.16763005780348,False,2.381,3.5836,1,1,1,100.0,13.953488372093018,13.953488372093018,5.619047619047611,2.3809523809523894,历史1/1次成功; 当前距低点2.38%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
4,77.51712505395179,75.54240377163528,000401,金隅冀东,bottom_area,2022-10-26,8.11,2022-10-25,7.9,2.658227848101254,3.164556962025316,27.12177121771217,False,1.2484,0.4036,1,1,1,100.0,13.350340136054426,13.350340136054426,5.341772151898747,2.658227848101254,历史1/1次成功; 当前距低点2.66%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
5,77.39245890160014,74.18856341941648,002693,双成药业,confirmed_rebound,2022-10-26,7.91,2022-10-26,7.77,1.8018018018018092,14.800514800514804,32.90155440414508,False,-7.4854,27.8714,2,2,2,100.0,21.810061975938755,34.61538461538462,6.198198198198191,1.8018018018018092,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-7.49%; 状态confirmed_rebound; 底部未确认
6,77.3677399626352,77.43340787036978,601919,中远海控,confirmed_rebound,2022-10-26,11.32,2022-10-10,10.88,4.044117647058819,8.915441176470578,28.13738441215323,True,0.2657,0.5814,2,2,2,100.0,24.8601941164725,40.45881126173098,3.955882352941181,4.044117647058819,历史2/2次成功; 当前距低点4.04%; 最新日涨幅0.27%; 状态confirmed_rebound; 底部已确认
7,76.43284283673073,73.62615452982207,002677,浙江美大,bottom_area,2022-10-26,10.43,2022-10-26,10.22,2.054794520547936,3.7181996086105578,31.82121414276184,False,-2.1576,0.9247,1,1,1,100.0,18.124118476727787,18.124118476727787,5.945205479452064,2.054794520547936,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
8,76.3077039880439,72.78810225256707,603366,日出东方,bottom_area,2022-10-26,7.23,2022-10-26,7.12,1.5449438202247237,3.51123595505618,27.568667344862664,False,-3.2129,6.4786,1,1,1,100.0,17.583732057416277,17.583732057416277,6.455056179775276,1.5449438202247237,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
9,76.01509643911791,73.0749060995818,603363,傲农生物,bottom_area,2022-10-26,13.6,2022-10-26,13.34,1.9490254872563704,6.821589205397302,28.124999999999993,False,-4.4944,6.6464,1,1,1,100.0,24.078947368421055,24.078947368421055,6.05097451274363,1.9490254872563704,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
10,75.5667446636064,72.81908960348763,600230,沧州大化,bottom_area,2022-10-26,18.7,2022-10-26,18.32,2.0742358078602563,3.875545851528389,31.845238095238095,False,-1.0582,6.7076,1,1,1,100.0,14.02337228714524,14.02337228714524,5.925764192139744,2.0742358078602563,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
11,74.96395246048122,75.11195631528966,600126,杭钢股份,bottom_area,2022-10-26,4.06,2022-10-11,3.9,4.102564102564095,7.179487179487174,31.698774080560423,True,0.995,0.2254,1,1,1,100.0,19.54732510288064,19.54732510288064,3.8974358974359053,4.102564102564095,历史1/1次成功; 当前距低点4.10%; 最新日涨幅0.99%; 状态bottom_area; 底部已确认
12,74.6915568037692,72.0319167988872,000813,德展健康,bottom_area,2022-10-26,3.38,2022-10-26,3.31,2.1148036253776388,7.552870090634441,31.469979296066253,False,-5.0562,7.0229,1,1,1,100.0,20.50359712230217,20.50359712230217,5.885196374622362,2.1148036253776388,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
13,74.3463699912422,73.80081978339777,002796,世嘉科技,bottom_area,2022-10-26,9.74,2022-10-26,9.4,3.617021276595743,5.957446808510643,27.075252133436774,False,-6.705,22.0345,2,2,2,100.0,31.7614424410541,36.33841886269071,4.382978723404257,3.617021276595743,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
14,72.54171837841953,73.56060610197257,300433,蓝思科技,confirmed_rebound,2022-10-26,9.53,2022-10-10,9.1,4.725274725274723,8.901098901098907,29.94611239414935,True,1.7076,0.32,2,2,2,100.0,12.388346643005029,14.217687074829932,3.2747252747252777,4.725274725274723,历史2/2次成功; 当前距低点4.73%; 最新日涨幅1.71%; 状态confirmed_rebound; 底部已确认
15,72.13442622950822,72.13442622950822,000703,恒逸石化,bottom_area,2022-10-26,7.02,2022-10-25,6.75,3.999999999999994,5.18518518518518,30.34055727554179,False,1.5919,0.6419,1,1,1,100.0,11.475409836065575,11.475409836065575,4.000000000000006,3.999999999999994,历史1/1次成功; 当前距低点4.00%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
16,71.32248079368843,71.20543077050402,603030,全筑股份,bottom_area,2022-10-26,2.92,2022-10-25,2.81,3.9145907473309567,4.62633451957295,27.577319587628864,False,-0.3413,3.7564,1,1,1,100.0,27.906976744186036,27.906976744186036,4.085409252669043,3.9145907473309567,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
