rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.96897307134698,78.70599669421489,000789,万年青,bottom_area,2021-10-14,12.37,2021-10-14,12.1,2.2314049586776825,4.214876033057849,28.44470727380249,False,-1.3557,2.6397,1,1,1,100.0,47.599999999999994,47.599999999999994,7.768595041322318,2.2314049586776825,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
2,79.88402786229824,76.47120176777918,600409,三友化工,bottom_area,2021-10-14,10.24,2021-10-14,9.97,2.708124373119354,3.9117352056168384,30.084151472650767,False,0.3922,3.1457,1,1,1,100.0,18.95551257253386,18.95551257253386,7.291875626880646,2.708124373119354,历史1/1次成功; 当前距低点2.71%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
3,79.59218888432704,75.82485077519382,603225,新凤鸣,bottom_area,2021-10-14,15.86,2021-10-14,15.48,2.4547803617570993,3.552971576227395,32.98701298701299,False,0.0,0.5669,1,1,1,100.0,12.375000000000004,12.375000000000004,7.545219638242901,2.4547803617570993,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,79.18899675352989,77.3551463023955,603113,金能科技,bottom_area,2021-10-14,16.24,2021-10-13,15.65,3.7699680511181985,4.47284345047924,29.977628635346758,False,0.9323,1.0494,2,2,2,100.0,20.057384187876238,20.395634379263292,6.230031948881802,3.7699680511181985,历史2/2次成功; 当前距低点3.77%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
5,78.96561015922391,75.92549352520975,300516,久之洋,bottom_area,2021-10-14,29.42,2021-09-30,28.58,2.939118264520656,6.0531840447865655,27.590575120344567,False,0.6156,0.3356,1,1,1,100.0,18.853135313531354,18.853135313531354,7.060881735479345,2.939118264520656,历史1/1次成功; 当前距低点2.94%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
6,72.74573356140259,72.1003597122302,601567,三星电气,bottom_area,2021-10-14,14.3,2021-10-13,13.68,4.532163742690066,7.0906432748538055,27.42705570291778,True,-0.5563,1.2944,1,1,1,100.0,31.09512390087929,31.09512390087929,5.467836257309934,4.532163742690066,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
7,72.73340768357255,71.95739654436859,605169,洪通燃气,confirmed_rebound,2021-10-14,18.36,2021-10-13,17.58,4.436860068259393,11.14903299203641,27.59472817133444,False,0.1091,10.9363,1,1,1,100.0,26.09375,26.09375,5.563139931740607,4.436860068259393,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.11%; 状态confirmed_rebound; 底部未确认
8,70.98670424320181,69.95758719460827,001212,中旗新材,bottom_area,2021-10-14,31.27,2021-10-12,30.0,4.233333333333332,6.733333333333344,32.65993265993266,False,-0.2552,1.653,1,1,1,100.0,25.105307497893843,25.105307497893843,5.766666666666669,4.233333333333332,历史1/1次成功; 当前距低点4.23%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
9,69.87946737143379,68.8049152542373,300699,光威复材,bottom_area,2021-10-14,61.47,2021-10-13,59.0,4.186440677966099,8.779661016949165,32.14491086831512,False,-0.1624,1.0476,1,1,1,100.0,18.33333333333333,18.33333333333333,5.8135593220339015,4.186440677966099,历史1/1次成功; 当前距低点4.19%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
10,67.9978153356414,67.16208799632068,605589,圣泉集团,bottom_area,2021-10-14,30.94,2021-09-29,29.65,4.350758853288374,6.239460370994946,28.69167869167869,False,-0.9286,3.6733,1,1,1,100.0,11.515151515151507,11.515151515151507,5.649241146711626,4.350758853288374,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
