rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.5206820072162,74.72165761010196,002790,瑞尔特,bottom_area,2025-11-11,9.12,2025-11-07,9.04,0.8849557522123902,2.765486725663717,31.61875945537066,False,-0.9772,5.4017,1,1,1,100.0,49.512670565302145,49.512670565302145,14.115044247787608,0.8849557522123902,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
2,84.45612443548104,75.41613585117676,002123,梦网科技,bottom_area,2025-11-11,12.13,2025-10-31,11.96,1.4214046822742468,4.682274247491628,31.066282420749282,False,0.0,1.7726,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,13.578595317725753,1.4214046822742468,历史2/3次成功; 当前距低点1.42%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,83.21701481914648,76.30991210309554,002678,珠江钢琴,bottom_area,2025-11-11,5.06,2025-11-03,4.92,2.8455284552845463,4.065040650406507,29.613733905579405,False,0.0,1.3699,3,4,3,75.0,23.939338608302766,35.5191256830601,12.154471544715454,2.8455284552845463,历史3/4次成功; 当前距低点2.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,80.60413925220128,74.33341959608508,603173,福斯达,bottom_area,2025-11-11,39.96,2025-11-05,38.74,3.149199793495092,4.775425916365517,29.422481326288942,False,-0.6711,3.7283,1,1,1,100.0,35.34190927555856,35.34190927555856,11.850800206504907,3.149199793495092,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
5,72.84912128046186,63.48628985314597,002338,奥普光电,bottom_area,2025-11-11,51.15,2025-11-11,51.09,0.11743981209629119,1.8790369935407978,27.377398720682294,False,-0.9105,0.9575,2,3,2,66.66666666666666,18.588096548703483,20.995288574793882,14.88256018790371,0.11743981209629119,历史2/3次成功; 当前距低点0.12%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
6,72.64058306574799,68.66867341344243,002767,先锋电子,bottom_area,2025-11-11,19.83,2025-10-31,18.98,4.478398314014741,5.848261327713379,27.47420710737486,False,0.5578,3.9576,3,5,3,60.0,35.37323424406471,52.04379562043795,10.521601685985258,4.478398314014741,历史3/5次成功; 当前距低点4.48%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
7,64.43876016016921,61.123838766280294,300563,神宇股份,bottom_area,2025-11-11,38.39,2025-10-23,36.68,4.661941112322794,6.27044711014176,28.776699029126213,False,0.3136,3.6238,2,4,2,50.0,18.72615323858206,20.477137176938378,10.338058887677205,4.661941112322794,历史2/4次成功; 当前距低点4.66%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
8,58.39172993317936,51.63305029880474,002181,粤传媒,bottom_area,2025-11-11,10.13,2025-11-11,10.04,0.8964143426294985,2.988047808764948,28.234453180843467,False,-2.5962,10.74,1,2,1,50.0,17.187499999999993,17.187499999999993,14.103585657370502,0.8964143426294985,历史1/2次成功; 当前距低点0.90%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
9,58.34962208944406,50.96863584671226,000661,长春高新,bottom_area,2025-11-11,103.65,2025-11-10,103.4,0.24177949709864602,2.030947775628621,27.064964378923612,False,-1.3421,1.9074,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,14.758220502901354,0.24177949709864602,历史1/3次成功; 当前距低点0.24%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
