rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.3339918157189,81.67505951350496,001203,大中矿业,bottom_area,2024-08-08,8.31,2024-08-05,8.14,2.088452088452087,3.1941031941031914,30.00859845227859,False,0.4837,0.3308,2,2,2,100.0,22.670592877288865,29.46341463414634,12.911547911547913,2.088452088452087,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
2,87.44188374760282,80.87801526717561,002687,乔治白,bottom_area,2024-08-08,4.06,2024-07-25,3.93,3.307888040712454,5.852417302798981,32.82051282051282,False,0.495,0.8064,1,1,1,100.0,64.00000000000001,64.00000000000001,11.692111959287546,3.307888040712454,历史1/1次成功; 当前距低点3.31%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
3,86.86373857488658,75.92185580164974,300641,正丹股份,bottom_area,2024-08-08,21.94,2024-08-08,21.88,0.27422303473492815,6.352833638025597,30.561726436052055,False,-6.119,8.7509,2,2,2,100.0,42.02733505830851,50.22522522522521,14.725776965265073,0.27422303473492815,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-6.12%; 状态bottom_area; 底部未确认
4,85.84337332183432,79.98116515198524,000065,北方国际,bottom_area,2024-08-08,9.53,2024-07-25,9.19,3.69967355821545,8.7051142546246,30.641509433962266,True,-0.8325,0.5286,3,3,3,100.0,29.926993896325044,41.48061104582843,11.30032644178455,3.69967355821545,历史3/3次成功; 当前距低点3.70%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
5,81.9045327939846,77.14282861962107,001218,丽臣实业,bottom_area,2024-08-08,14.37,2024-07-25,13.78,4.281567489114658,6.603773584905662,30.404040404040412,False,0.4193,1.1253,2,2,2,100.0,25.18711018711019,29.999999999999993,10.718432510885343,4.281567489114658,历史2/2次成功; 当前距低点4.28%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
6,80.82913073539633,76.7266060835804,600210,紫江企业,bottom_area,2024-08-08,4.9,2024-07-25,4.68,4.700854700854714,9.61538461538462,27.329192546583858,True,0.2045,0.571,2,2,2,100.0,18.895455922199744,19.867549668874158,10.299145299145284,4.700854700854714,历史2/2次成功; 当前距低点4.70%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
7,80.72913047912239,76.19412920197101,002563,森马服饰,bottom_area,2024-08-08,4.99,2024-07-30,4.78,4.393305439330543,7.531380753138063,29.080118694362017,True,1.8367,0.5813,1,1,1,100.0,28.929384965831446,28.929384965831446,10.606694560669455,4.393305439330543,历史1/1次成功; 当前距低点4.39%; 最新日涨幅1.84%; 状态bottom_area; 底部已确认
8,79.61516627943558,69.40581055410668,301606,绿联科技,bottom_area,2024-08-08,29.62,2024-08-08,29.58,0.13522650439487052,4.462474645030428,28.705712219812014,False,-4.8201,21.2493,1,1,1,100.0,21.957671957671955,21.957671957671955,14.86477349560513,0.13522650439487052,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
9,64.75028634914467,56.80360515021461,000550,江铃汽车,bottom_area,2024-08-08,23.41,2024-08-08,23.3,0.47210300429184304,5.36480686695279,32.424593967517396,False,-5.7948,6.9091,1,2,1,50.0,54.077669902912604,54.077669902912604,14.527896995708156,0.47210300429184304,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
