rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.54046326998936,78.16357063968091,002678,珠江钢琴,bottom_area,2025-11-03,5.02,2025-11-03,4.92,2.0325203252032447,2.0325203252032447,29.613733905579405,False,0.8032,2.1108,3,4,3,75.0,23.939338608302766,35.5191256830601,12.967479674796756,2.0325203252032447,历史3/4次成功; 当前距低点2.03%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
2,85.46747419533085,74.5509026128266,301112,信邦智能,bottom_area,2025-11-03,42.17,2025-11-03,42.1,0.16627078384798166,6.342042755344422,32.096774193548384,False,-5.8705,4.9717,1,1,1,100.0,146.66666666666666,146.66666666666666,14.833729216152017,0.16627078384798166,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
3,80.4585653473193,73.5343670907186,603173,福斯达,bottom_area,2025-11-03,40.43,2025-11-03,39.38,2.6663280853224913,7.364144235652612,28.256513026052097,False,-3.5774,11.7705,1,1,1,100.0,35.34190927555856,35.34190927555856,12.333671914677508,2.6663280853224913,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
4,80.31555504086934,73.62212378667611,301117,佳缘科技,bottom_area,2025-11-03,32.75,2025-11-03,31.85,2.8257456828885354,4.207221350078481,28.426966292134832,False,-0.0915,8.1796,1,1,1,100.0,27.552816901408463,27.552816901408463,12.174254317111464,2.8257456828885354,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
5,74.77499082261171,69.28435677340936,603305,旭升集团,bottom_area,2025-11-03,14.89,2025-10-23,14.4,3.402777777777779,7.152777777777773,29.064039408867,True,-0.9315,3.6185,4,6,4,66.66666666666666,24.333459355247438,32.41061130334487,11.59722222222222,3.402777777777779,历史4/6次成功; 当前距低点3.40%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
6,72.8971720410148,68.74389504850119,002123,梦网科技,bottom_area,2025-11-03,12.48,2025-10-31,11.96,4.347826086956518,4.515050167224073,31.066282420749282,False,1.6287,2.3129,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,10.65217391304348,4.347826086956518,历史2/3次成功; 当前距低点4.35%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
7,72.44240847810966,68.54854696454883,002767,先锋电子,bottom_area,2025-11-03,19.84,2025-10-31,18.98,4.531085353003158,4.583772391991575,27.47420710737486,False,2.4793,5.4341,3,5,3,60.0,35.37323424406471,52.04379562043795,10.46891464699684,4.531085353003158,历史3/5次成功; 当前距低点4.53%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
8,65.02969101612436,61.496794055266136,300563,神宇股份,bottom_area,2025-11-03,38.33,2025-10-23,36.68,4.4983642311886545,6.27044711014176,28.776699029126213,False,1.9415,3.6808,2,4,2,50.0,18.72615323858206,20.477137176938378,10.501635768811346,4.4983642311886545,历史2/4次成功; 当前距低点4.50%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
9,63.46085055900709,58.892504673434786,601669,中国电建,bottom_area,2025-11-03,5.64,2025-09-29,5.45,3.4862385321100824,9.174311926605503,30.484693877551017,True,0.0,0.9685,1,2,1,50.0,16.457680250783696,16.457680250783696,11.513761467889918,3.4862385321100824,历史1/2次成功; 当前距低点3.49%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
10,56.0053871424111,51.27767720891637,688036,传音控股,bottom_area,2025-11-03,75.88,2025-10-23,73.84,2.762730227518949,5.728602383531947,29.609151572926596,False,-0.5505,0.8445,1,4,1,25.0,19.148936170212753,19.148936170212753,12.237269772481051,2.762730227518949,历史1/4次成功; 当前距低点2.76%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
