rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.38635557965625,81.92397291196389,002584,西陇科学,bottom_area,2022-01-27,8.95,2022-01-27,8.86,1.0158013544018043,6.433408577878108,29.06325060048039,False,-1.9715,13.2308,1,1,1,100.0,68.08510638297875,68.08510638297875,8.984198645598196,1.0158013544018043,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
12,78.48584070581897,71.35076427801724,601778,晶科科技,bottom_area,2022-01-27,6.76,2022-01-27,6.76,0.0,4.14201183431953,30.66666666666667,False,-3.4286,1.3747,2,2,2,100.0,26.348195043103452,42.344827586206904,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
13,78.37757429573078,73.66491531053232,688195,腾景科技,confirmed_rebound,2022-01-27,27.98,2022-01-27,27.5,1.745454545454547,10.54545454545454,30.5029062421026,False,-7.4429,8.4105,2,2,2,100.0,18.30404125897143,21.16161616161615,8.254545454545454,1.745454545454547,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-7.44%; 状态confirmed_rebound; 底部未确认
14,78.23982319829318,71.71662136281634,688311,盟升电子,bottom_area,2022-01-27,55.74,2022-01-27,55.5,0.432432432432436,6.252252252252251,27.630721084887206,False,-4.3911,1.6546,2,2,2,100.0,21.357888756786508,23.893805309734503,9.567567567567565,0.432432432432436,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
15,77.91225047164771,70.93862311461751,600032,浙江新能,bottom_area,2022-01-27,12.39,2022-01-25,12.38,0.08077544426494172,6.300484652665585,32.052689352360034,False,-1.8225,2.93,1,1,1,100.0,19.31608133086876,19.31608133086876,9.91922455573506,0.08077544426494172,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
16,77.67753174486118,70.74203783907,300567,精测电子,bottom_area,2022-01-27,53.55,2022-01-27,53.5,0.09345794392522834,4.579439252336455,31.41025641025641,False,-2.8131,1.5453,1,1,1,100.0,18.414634146341452,18.414634146341452,9.906542056074773,0.09345794392522834,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
17,77.29620093365179,70.6162823344473,300491,通合科技,confirmed_rebound,2022-01-27,15.54,2022-01-25,15.5,0.25806451612902676,11.870967741935482,27.093132643461903,False,-3.3582,3.5708,2,2,2,100.0,23.51972812484664,27.26480836236933,9.741935483870973,0.25806451612902676,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-3.36%; 状态confirmed_rebound; 底部未确认
18,77.28252224883144,70.45223752597427,600391,航发科技,bottom_area,2022-01-27,20.65,2022-01-27,20.62,0.14548981571288838,5.9165858389912644,30.1490514905149,False,-4.4424,2.864,1,1,1,100.0,27.709431751611014,27.709431751611014,9.854510184287111,0.14548981571288838,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
19,77.20384731944291,71.15361620618765,300658,延江股份,bottom_area,2022-01-27,9.82,2022-01-27,9.75,0.717948717948721,4.410256410256407,32.57261410788382,False,-3.4415,1.7219,2,2,2,100.0,21.830856360810415,26.72018348623853,9.28205128205128,0.717948717948721,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
20,76.75640928187134,70.24256580893228,300433,蓝思科技,bottom_area,2022-01-27,17.34,2022-01-27,17.28,0.34722222222221477,4.513888888888875,31.968503937007863,False,-4.5154,0.9455,2,2,2,100.0,12.388346643005029,14.217687074829932,9.652777777777786,0.34722222222221477,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
21,76.65001209295352,71.05433354872821,002374,中锐股份,confirmed_rebound,2022-01-27,5.93,2022-01-27,5.87,1.022146507666092,14.139693356047701,32.37327188940092,False,-3.2626,16.7806,1,1,1,100.0,12.068965517241388,12.068965517241388,8.97785349233391,1.022146507666092,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-3.26%; 状态confirmed_rebound; 底部未确认
22,76.48778620795997,69.74206395348838,000625,长安汽车,bottom_area,2022-01-27,12.82,2022-01-27,12.8,0.15624999999999667,3.359374999999998,29.824561403508763,False,-2.8788,0.9482,1,1,1,100.0,13.808139534883724,13.808139534883724,9.843750000000004,0.15624999999999667,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
23,76.30607298324692,69.59666815901328,600405,动力源,bottom_area,2022-01-27,5.84,2022-01-26,5.83,0.17152658662092257,7.375643224699823,31.41176470588235,False,-1.3514,7.4086,1,1,1,100.0,13.213703099510612,13.213703099510612,9.828473413379077,0.17152658662092257,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
24,76.14770594005232,69.65507256024499,300339,润和软件,bottom_area,2022-01-27,18.56,2022-01-27,18.5,0.3243243243243174,7.945945945945939,27.450980392156865,False,-6.8273,4.6858,1,1,1,100.0,25.615763546798025,25.615763546798025,9.675675675675684,0.3243243243243174,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
25,75.98810926409732,69.4772200772201,600418,江淮汽车,bottom_area,2022-01-27,13.36,2022-01-27,13.32,0.30030030030029387,5.105105105105103,28.884143085958357,False,-3.4682,2.2366,1,1,1,100.0,24.365079365079367,24.365079365079367,9.699699699699707,0.30030030030029387,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
26,75.93233986220305,69.38191185658165,603045,福达合金,bottom_area,2022-01-27,15.03,2022-01-27,14.99,0.2668445630420223,3.935957304869912,27.055961070559615,False,-2.907,1.1738,1,1,1,100.0,13.227513227513226,13.227513227513226,9.73315543695798,0.2668445630420223,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
27,75.69774789086867,69.0354271356784,002806,华锋股份,bottom_area,2022-01-27,12.02,2022-01-27,12.0,0.16666666666666313,5.583333333333332,31.856899488926743,False,-5.1302,2.2288,1,1,1,100.0,20.35175879396985,20.35175879396985,9.833333333333337,0.16666666666666313,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
28,75.07415292160354,68.76676742096811,002658,雪迪龙,bottom_area,2022-01-27,7.61,2022-01-27,7.58,0.39577836411609824,6.200527704485497,28.42304060434372,False,-4.2767,4.0386,1,1,1,100.0,21.715817694369974,21.715817694369974,9.604221635883903,0.39577836411609824,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
29,75.0715690773437,69.4347670138563,603348,文灿股份,bottom_area,2022-01-27,49.1,2022-01-27,48.66,0.9042334566379056,5.774763666255656,31.46478873239437,False,-3.3465,1.2912,1,1,1,100.0,31.539888682745836,31.539888682745836,9.095766543362096,0.9042334566379056,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
30,74.77556174957303,68.5012646890778,300639,凯普生物,bottom_area,2022-01-27,27.48,2022-01-27,27.37,0.4018998903909369,3.9824625502374857,28.444444444444443,False,-2.3801,2.1784,1,1,1,100.0,10.14836795252224,10.14836795252224,9.598100109609064,0.4018998903909369,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
31,74.71282329884426,68.1499400524541,300533,冰川网络,bottom_area,2022-01-27,17.03,2022-01-27,17.0,0.1764705882353008,5.88235294117647,30.612244897959183,False,-5.7032,3.6565,1,1,1,100.0,15.711252653927819,15.711252653927819,9.823529411764701,0.1764705882353008,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
32,74.5815240332064,68.6065668769175,002006,精工科技,bottom_area,2022-01-27,19.52,2022-01-27,19.4,0.618556701030933,8.350515463917532,30.615164520743924,False,-2.8856,1.8849,1,1,1,100.0,13.370301910043118,13.370301910043118,9.381443298969067,0.618556701030933,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
33,74.44607522830896,67.94445047995642,300677,英科医疗,bottom_area,2022-01-27,53.6,2022-01-27,53.49,0.20564591512432123,5.159842961301174,28.201342281879192,False,-3.9254,2.7911,1,1,1,100.0,14.964103045375621,14.964103045375621,9.79435408487568,0.20564591512432123,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
34,74.25933572761316,68.38994646367806,688131,皓元医药,bottom_area,2022-01-27,183.67,2022-01-27,182.43,0.6797127665405802,5.519925450857859,28.98240423544067,False,-1.7807,3.8761,1,1,1,100.0,12.955331028981659,12.955331028981659,9.320287233459421,0.6797127665405802,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
35,74.1670750217116,70.28172184828085,002605,姚记科技,confirmed_rebound,2022-01-27,24.42,2022-01-26,23.9,2.175732217573235,10.209205020920509,27.156354769887237,True,-4.2353,2.7505,1,1,1,100.0,12.862318840579725,12.862318840579725,7.824267782426765,2.175732217573235,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-4.24%; 状态confirmed_rebound; 底部已确认
36,73.80163978428199,68.37351352009152,000848,承德露露,bottom_area,2022-01-27,9.17,2022-01-26,9.08,0.9911894273127738,5.1762114537445,27.06827309236947,False,-2.2388,1.0996,1,1,1,100.0,16.685082872928174,16.685082872928174,9.008810572687228,0.9911894273127738,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
37,73.69105210379779,67.17411304565036,600171,上海贝岭,bottom_area,2022-01-27,21.11,2022-01-27,21.08,0.14231499051233937,5.3130929791271395,28.421052631578952,False,-3.3425,1.9967,1,1,1,100.0,10.046189376443415,10.046189376443415,9.857685009487662,0.14231499051233937,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
38,73.52581370449681,66.84164882226982,001216,华瓷股份,bottom_area,2022-01-27,14.35,2022-01-27,14.35,0.0,4.947735191637637,29.31034482758621,False,-4.1416,6.77,1,1,1,100.0,18.77230549607424,18.77230549607424,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
39,73.33391719745225,66.66719745222932,000518,四环生物,bottom_area,2022-01-27,3.2,2022-01-27,3.2,0.0,4.99999999999999,27.272727272727277,False,-3.9039,1.3831,1,1,1,100.0,17.834394904458602,17.834394904458602,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
40,73.16123231770966,66.90260182445425,002177,御银股份,bottom_area,2022-01-27,6.51,2022-01-27,6.49,0.30816640986131855,8.782742681047756,27.24215246636771,False,-6.7335,10.9912,1,1,1,100.0,10.619469026548666,10.619469026548666,9.691833590138682,0.30816640986131855,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-6.73%; 状态bottom_area; 底部未确认
41,72.59720628724627,66.94925332091778,002186,全聚德,bottom_area,2022-01-27,9.4,2022-01-27,9.33,0.7502679528403031,5.680600214362266,28.61514919663351,False,-4.3744,2.0435,1,1,1,100.0,16.28959276018099,16.28959276018099,9.249732047159698,0.7502679528403031,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
42,71.99344022093402,66.2111955423488,000795,英洛华,bottom_area,2022-01-27,6.63,2022-01-27,6.59,0.6069802731411235,7.132018209408191,28.3695652173913,False,-3.2117,2.6774,1,1,1,100.0,10.565110565110556,10.565110565110556,9.393019726858878,0.6069802731411235,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
43,71.83080487804878,65.30073170731707,300400,劲拓股份,bottom_area,2022-01-27,18.55,2022-01-27,18.55,0.0,5.12129380053908,27.76479750778816,False,-3.7863,1.0145,1,1,1,100.0,10.487804878048774,10.487804878048774,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
44,69.96204587193074,64.63884672950122,300603,立昂技术,confirmed_rebound,2022-01-27,9.52,2022-01-27,9.44,0.8474576271186449,14.512711864406791,31.594202898550733,False,-12.9003,13.174,1,1,1,100.0,15.274463007159895,15.274463007159895,9.152542372881356,0.8474576271186449,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-12.90%; 状态confirmed_rebound; 底部未确认
45,68.01912589623035,67.14167023237444,688333,铂力特,bottom_area,2022-01-27,158.47,2022-01-27,151.91,4.318346389309461,9.93351326443289,29.25863835335755,False,-2.456,0.896,1,1,1,100.0,11.008064516129037,11.008064516129037,5.68165361069054,4.318346389309461,历史1/1次成功; 当前距低点4.32%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
46,66.03615614063206,60.28983828797656,688316,青云科技,bottom_area,2022-01-27,49.27,2022-01-27,49.16,0.22375915378357716,4.7192839707078935,30.564971751412433,False,-4.144,6.0014,2,3,2,66.66666666666666,12.921196193206702,13.030303030303022,9.776240846216423,0.22375915378357716,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
47,56.400800673380274,51.777166312096256,600211,西藏药业,bottom_area,2022-01-27,41.21,2022-01-24,41.0,0.5121951219512216,6.780487804878052,27.56183745583039,False,-1.5293,0.6346,1,2,1,50.0,13.252533280349695,13.252533280349695,9.48780487804878,0.5121951219512216,历史1/2次成功; 当前距低点0.51%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
48,55.258414347725235,50.51984674329504,688189,南新制药,bottom_area,2022-01-27,27.08,2022-01-27,27.0,0.29629629629629,4.925925925925919,27.594529364440866,False,-3.2857,0.803,1,2,1,50.0,14.06130268199233,14.06130268199233,9.70370370370371,0.29629629629629,历史1/2次成功; 当前距低点0.30%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
49,54.824175690682324,50.33549495500411,300612,宣亚国际,bottom_area,2022-01-27,19.4,2022-01-27,19.3,0.5181347150258957,7.772020725388601,28.199404761904756,False,-5.0881,5.3536,1,2,1,50.0,15.789473684210526,15.789473684210526,9.481865284974104,0.5181347150258957,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
50,54.65517117228925,50.38638153236086,300540,蜀道装备,bottom_area,2022-01-27,24.74,2022-01-27,24.56,0.7328990228013018,6.22964169381108,27.508854781582066,False,-6.2879,3.828,1,2,1,50.0,18.695652173913043,18.695652173913043,9.267100977198698,0.7328990228013018,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
51,54.40274690736283,49.76855970829534,600316,洪都航空,bottom_area,2022-01-27,30.5,2022-01-27,30.4,0.3289473684210573,5.0657894736842195,30.672748004561008,False,-3.7247,0.9805,1,2,1,50.0,10.422364023093307,10.422364023093307,9.671052631578943,0.3289473684210573,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
