rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.36499872029763,81.45271660586258,605198,安德利,bottom_area,2025-07-08,40.11,2025-06-20,39.13,2.5044722719141244,5.877843087145405,29.748653500897664,False,0.2249,0.4586,1,1,1,100.0,43.241469816272954,43.241469816272954,17.49552772808588,2.5044722719141244,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
2,91.91693671142563,79.01889856008765,000999,华润三九,bottom_area,2025-07-08,31.11,2025-06-23,30.59,1.699901928734879,4.347826086956528,29.645814167433297,False,0.161,0.3477,1,1,1,100.0,20.293951384963254,20.293951384963254,18.300098071265122,1.699901928734879,历史1/1次成功; 当前距低点1.70%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
3,88.39735007496255,74.84739130434784,002826,易明医药,bottom_area,2025-07-08,18.56,2025-07-07,18.4,0.8695652173913052,4.402173913043491,27.301461872777562,False,-0.2151,6.4838,1,1,1,100.0,50.0,50.0,19.130434782608695,0.8695652173913052,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
4,87.77659908671784,77.26496951338521,301348,蓝箭电子,bottom_area,2025-07-08,20.64,2025-07-07,20.04,2.9940119760479114,3.5429141716566908,29.036827195467417,False,0.6338,7.5544,1,1,1,100.0,26.727509778357234,26.727509778357234,17.00598802395209,2.9940119760479114,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
5,86.08017020240186,76.48549035656202,002155,湖南黄金,bottom_area,2025-07-08,18.0,2025-06-30,17.39,3.5077630822311643,5.405405405405392,29.28019520130134,False,1.0668,1.6083,1,1,1,100.0,28.834355828220854,28.834355828220854,16.49223691776884,3.5077630822311643,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
6,82.24712076488264,71.63676911320923,002658,雪迪龙,bottom_area,2025-07-08,8.48,2025-07-08,8.28,2.4154589371980806,3.260869565217408,27.748691099476453,False,0.355,20.0528,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,17.58454106280192,2.4154589371980806,历史2/3次成功; 当前距低点2.42%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
7,72.01706547032292,62.28950189210598,603022,新通联,bottom_area,2025-07-08,10.54,2025-07-04,10.33,2.032913843175209,2.2265246853823855,31.270791749833666,False,0.6686,5.5805,1,2,1,50.0,26.099706744868023,26.099706744868023,17.96708615682479,2.032913843175209,历史1/2次成功; 当前距低点2.03%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
8,68.98094932015213,60.29900871369027,600241,时代万恒,bottom_area,2025-07-08,8.64,2025-07-04,8.42,2.6128266033254235,4.2755344418052195,28.03418803418803,False,0.1159,6.1478,1,2,1,50.0,22.50673854447439,22.50673854447439,17.387173396674577,2.6128266033254235,历史1/2次成功; 当前距低点2.61%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
9,64.89117515011188,57.855113803890525,000637,茂化实华,bottom_area,2025-07-08,4.21,2025-07-07,4.06,3.694581280788187,3.694581280788187,27.370304114490168,False,1.2019,5.6318,1,2,1,50.0,22.627737226277358,22.627737226277358,16.305418719211815,3.694581280788187,历史1/2次成功; 当前距低点3.69%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
10,61.61810400788998,55.76197673256264,002041,登海种业,bottom_area,2025-07-08,9.96,2025-06-23,9.53,4.512067156348389,4.721930745015751,29.719764011799416,False,0.1005,0.9388,1,2,1,50.0,21.395106715252467,21.395106715252467,15.487932843651611,4.512067156348389,历史1/2次成功; 当前距低点4.51%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
