rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.85385817134795,85.39911580402617,601127,赛力斯,bottom_area,2025-11-28,126.19,2025-11-24,122.37,3.1216801503636455,4.045109095366501,28.854651162790695,False,0.4937,1.0404,9,9,9,100.0,22.02444380029711,42.19143576826195,4.8783198496363545,3.1216801503636455,历史9/9次成功; 当前距低点3.12%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
2,86.28163803600887,84.9165493002135,600094,大名城,confirmed_rebound,2025-11-28,4.23,2025-11-21,4.1,3.170731707317093,8.292682926829286,30.743243243243246,True,0.0,1.5362,3,3,3,100.0,37.7194494241746,87.28070175438596,4.829268292682907,3.170731707317093,历史3/3次成功; 当前距低点3.17%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
3,84.78473037214492,81.94523277145944,000803,山高环能,bottom_area,2025-11-28,6.88,2025-11-28,6.73,2.2288261515601704,2.2288261515601704,29.822732012513033,False,1.1765,1.8117,2,2,2,100.0,25.843851596863644,36.1111111111111,5.77117384843983,2.2288261515601704,历史2/2次成功; 当前距低点2.23%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
4,83.64718645643944,80.25057714484532,688050,爱博医疗,bottom_area,2025-11-28,60.73,2025-11-21,59.63,1.844709039074282,3.2701660238135095,28.86794703566742,False,0.3636,0.7698,2,2,2,100.0,12.024267494272554,12.90770757525636,6.1552909609257185,1.844709039074282,历史2/2次成功; 当前距低点1.84%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
5,81.22346695734416,81.89249232819495,002160,常铝股份,confirmed_rebound,2025-11-28,5.19,2025-11-24,4.97,4.426559356136834,8.249496981891351,28.386167146974074,True,0.9728,7.7914,3,3,3,100.0,36.855094947241525,40.066225165562926,3.573440643863166,4.426559356136834,历史3/3次成功; 当前距低点4.43%; 最新日涨幅0.97%; 状态confirmed_rebound; 底部已确认
6,80.80941651593426,80.01621232419869,603178,圣龙股份,bottom_area,2025-11-28,18.4,2025-11-24,17.78,3.4870641169853624,4.049493813273334,27.694184627897517,False,0.4367,0.818,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,4.512935883014638,3.4870641169853624,历史6/7次成功; 当前距低点3.49%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
7,80.53295014119259,75.41625435886024,000661,长春高新,bottom_area,2025-11-28,99.26,2025-11-24,98.68,0.5877584110255354,2.452371301175504,30.394300627777387,False,-0.4014,0.9544,3,3,3,100.0,16.270664172034742,25.03526756324649,7.412241588974465,0.5877584110255354,历史3/3次成功; 当前距低点0.59%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
8,80.22814407788724,76.9499118101216,301177,迪阿股份,bottom_area,2025-11-28,30.59,2025-11-21,30.04,1.830892143808258,4.926764314247671,27.211049188272362,False,1.0572,0.2761,1,1,1,100.0,10.776053215077603,10.776053215077603,6.169107856191743,1.830892143808258,历史1/1次成功; 当前距低点1.83%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
9,80.177369251439,77.21241260731799,603366,日出东方,bottom_area,2025-11-28,9.5,2025-11-28,9.31,2.040816326530607,2.148227712137479,30.522388059701488,False,1.1715,3.2094,3,4,3,75.0,18.927278665633175,25.15964240102172,5.9591836734693935,2.040816326530607,历史3/4次成功; 当前距低点2.04%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
10,80.14877332710022,77.99411574115744,002321,华英农业,bottom_area,2025-11-28,2.78,2025-11-28,2.71,2.583025830258297,2.9520295202952056,29.792746113989637,False,0.7246,2.672,1,1,1,100.0,25.609756097560986,25.609756097560986,5.416974169741703,2.583025830258297,历史1/1次成功; 当前距低点2.58%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
11,79.81275086879998,78.51165343645657,600550,保变电气,bottom_area,2025-11-28,9.51,2025-11-28,9.22,3.14533622559652,3.4707158351409815,29.076923076923073,False,2.2581,3.5265,1,1,1,100.0,35.285053929121716,35.285053929121716,4.85466377440348,3.14533622559652,历史1/1次成功; 当前距低点3.15%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
